Weight_up_n4,Weight_dp_n4,Weight_dn_n4,Weight_un_n4,Weight_up_n6,Weight_dp_n6,Weight_dn_n6,Weight_un_n6,Weight_up_n8,Weight_dp_n8,Weight_dn_n8,Weight_un_n8,Weight_up_n10,Weight_dp_n10,Weight_dn_n10,Weight_un_n10
0.17,1.27,1.02,1.63,2.14,0.16,1.24,4.9,2.36,8.55,2.66,5.4,0.87,0.53,2.48,6.66
0.17,1.26,0.99,1.65,2.33,0.16,1.23,4.92,2.36,8.55,1.66,5.4,0.87,0.54,2.49,6.71
0.17,1.24,0.99,1.71,2.32,0.16,1.22,4.95,2.37,8.56,1.53,5.41,0.87,0.54,2.49,6.77
0.17,1.24,1.01,1.71,2.3,0.16,1.21,4.96,2.37,8.56,1.47,5.41,0.86,0.53,2.48,6.79
0.17,1.23,1.03,1.65,2.3,0.16,1.21,4.96,2.37,8.56,1.43,5.41,0.86,0.53,2.47,6.81
0.17,1.22,1.02,1.64,2.27,0.16,1.2,4.96,2.37,8.57,1.4,5.41,0.86,0.53,2.47,6.82
0.17,1.22,1,1.68,2.2,0.16,1.19,4.96,2.37,8.57,1.38,5.41,0.86,0.53,2.47,6.83
0.17,1.21,0.99,1.72,2.18,0.16,1.18,4.97,2.37,8.57,1.36,5.42,0.86,0.54,2.46,6.84
0.17,1.2,0.99,1.69,2.19,0.16,1.18,4.97,2.37,8.57,1.33,5.42,0.86,0.53,2.46,6.85
0.17,1.2,1.03,1.66,2.19,0.16,1.17,4.98,2.39,8.58,1.32,5.42,0.86,0.53,2.46,6.86
0.17,1.2,1.01,1.64,2.2,0.16,1.17,4.98,2.63,8.58,1.31,5.42,0.86,0.54,2.46,6.86
0.17,1.2,1,1.66,2.2,0.16,1.16,4.98,2.94,8.58,1.3,5.42,0.86,0.54,2.48,6.87
0.16,1.2,0.99,1.71,2.19,0.16,1.16,4.98,2.97,8.58,1.29,5.42,0.86,0.54,2.5,6.88
0.16,1.2,0.99,1.68,2.19,0.16,1.16,4.98,2.97,8.58,1.28,5.42,0.86,0.54,2.5,6.88
0.16,1.23,1.01,1.68,2.2,0.16,1.15,4.99,2.96,8.58,1.27,5.42,0.86,0.54,2.48,6.88
0.16,1.25,1.03,1.89,2.2,0.16,1.15,4.99,2.94,8.59,1.27,5.43,0.85,0.54,2.48,6.88
0.16,1.25,1.01,2.28,2.19,0.16,1.14,4.99,2.87,8.59,1.26,5.43,0.85,0.54,2.47,6.89
0.16,1.24,1,2.52,2.19,0.16,1.14,4.99,2.85,8.59,1.25,5.43,0.85,0.54,2.47,6.89
0.16,1.24,0.99,2.54,2.19,0.16,1.13,4.99,2.85,8.59,1.24,5.43,0.85,0.54,2.47,6.89
0.16,1.23,1.02,2.51,2.19,0.16,1.13,4.99,2.86,8.59,1.24,5.43,0.85,0.54,2.47,6.89
0.16,1.23,1.02,2.48,2.19,0.16,1.13,5,2.86,8.59,1.23,5.43,0.85,0.54,2.47,6.89
0.17,1.23,1.01,2.44,2.19,0.16,1.13,5,2.86,8.6,1.23,5.43,0.85,0.54,2.47,6.89
0.17,1.22,0.99,2.46,2.19,0.16,1.12,5,2.86,8.6,1.22,5.15,0.85,0.25,2.51,6.89
0.18,1.22,0.99,2.53,2.19,0.16,1.12,5,2.87,8.6,1.22,2.69,0.85,1.11,2.76,6.89
0.3,1.22,1,2.56,2.19,0.16,1.12,5,2.87,8.6,1.21,0.51,0.85,1.82,2.94,6.89
0.3,1.22,1.03,2.53,2.19,0.16,1.11,5,2.87,8.6,1.21,0.5,0.86,1.84,2.97,6.9
0.3,1.23,1,2.5,2.19,0.16,1.11,5,2.87,8.6,1.21,0.48,1.02,1.82,2.97,6.9
0.3,1.23,0.99,2.48,2.2,0.16,1.11,5.01,2.87,8.61,1.3,0.47,1.27,1.8,2.91,6.9
0.3,1.22,0.98,2.48,2.2,0.16,1.11,5.01,2.87,8.61,1.77,0.45,1.31,1.78,2.9,6.9
0.29,1.22,1,2.57,2.2,0.15,1.11,5.01,2.87,8.61,2.26,0.44,1.31,1.77,2.91,6.9
0.29,1.23,1.03,2.55,2.2,0.15,1.1,5.01,2.87,8.61,2.33,0.43,1.3,1.76,2.93,6.9
0.29,1.23,1.02,2.51,2.2,0.15,1.1,5.01,2.88,8.61,2.31,0.42,1.29,1.75,2.96,6.9
0.28,1.23,1,2.49,2.2,0.15,1.1,5.01,2.88,8.61,2.23,0.4,1.29,1.75,3,6.9
0.28,1.23,0.99,2.5,2.2,0.16,1.1,5.01,2.88,8.61,2.14,0.39,1.28,1.74,3.04,6.9
0.28,1.23,0.98,2.56,2.2,0.16,1.09,5.01,2.88,8.62,2.15,0.32,1.28,1.62,3.04,6.9
0.28,1.23,1.08,2.58,2.2,0.16,1.09,4.81,2.88,8.62,2.16,0.51,1.27,1.45,3.03,6.9
0.28,1.23,1.33,2.55,2.2,0.16,1.1,2.57,2.88,8.62,2.17,0.61,1.27,1.33,3.03,6.89
0.27,1.23,1.58,2.52,2.2,0.16,1.2,0.35,2.88,8.62,2.17,0.59,1.26,1.29,3.03,6.9
0.27,1.23,1.61,2.49,2.2,0.16,1.64,0.94,2.88,8.62,2.17,0.52,1.25,1.29,3.03,6.9
0.27,1.23,1.59,2.55,2.2,0.15,2.05,0.94,2.89,8.62,2.17,0.42,1.25,1.3,3.03,6.9
0.27,1.23,1.56,2.58,2.2,0.16,2.11,0.93,2.89,8.62,2.17,0.42,1.24,1.31,3.04,6.9
0.28,1.23,1.54,2.56,2.2,0.16,2.04,0.91,2.89,8.62,2.17,0.44,1.23,1.32,3.04,6.9
0.28,1.23,1.52,2.52,2.2,0.16,1.96,0.9,2.9,8.63,2.17,0.44,1.22,1.33,3.04,6.9
0.28,1.23,1.51,2.5,2.2,0.16,1.95,0.87,2.9,8.67,2.17,0.45,1.22,1.33,3.04,6.9
0.28,1.23,1.54,2.52,2.2,0.16,1.97,0.86,2.9,9.58,2.17,0.45,1.21,1.33,3.04,6.9
0.28,1.23,1.59,2.57,2.2,0.16,1.98,0.85,2.9,11.11,2.17,0.45,1.21,1.33,3.06,6.89
0.28,1.23,1.59,2.55,2.2,0.15,1.98,0.84,2.9,11.31,2.17,0.46,1.2,1.34,3.08,6.89
0.29,1.23,1.57,2.52,2.2,0.69,1.98,0.83,2.9,11.26,2.17,0.46,1.21,1.33,3.09,6.63
0.29,1.23,1.56,2.5,2.2,0.98,1.99,0.83,2.9,11.23,2.17,0.46,1.21,1.33,3.08,3.77
0.29,1.23,1.55,2.53,2.2,0.99,1.99,0.82,2.9,11.08,2.17,0.46,1.21,1.33,3.08,0.92
0.28,1.23,1.56,2.58,2.2,0.99,1.99,0.81,2.9,10.76,2.17,0.47,1.21,1.33,3.07,0.98
0.28,1.23,1.6,2.58,2.2,0.98,1.99,0.81,2.9,10.68,2.17,0.47,1.21,1.32,3.07,0.99
0.28,1.23,1.57,2.55,2.2,0.98,1.99,0.8,2.9,10.7,2.17,0.47,1.21,1.33,3.07,0.98
0.28,1.23,1.56,2.51,2.2,0.99,1.99,0.79,2.91,10.71,2.17,0.47,1.22,1.32,3.07,0.96
0.28,1.23,1.56,2.5,2.2,0.99,1.99,0.79,2.91,10.72,2.17,0.47,1.22,1.32,3.07,0.95
0.28,1.23,1.6,2.59,2.2,0.99,2,0.78,2.91,10.73,2.17,0.47,1.22,1.33,3.08,0.93
0.29,1.23,1.6,2.58,2.2,0.95,2,0.77,2.92,10.74,2.17,0.48,1.22,1.33,3.09,0.92
0.29,1.22,1.58,2.55,2.2,0.82,2,0.74,3.11,10.77,2.16,0.48,1.22,1.32,3.12,0.91
0.28,1.23,1.57,2.52,2.31,0.82,2,0.51,3.44,10.78,2.16,0.48,1.22,1.32,3.11,0.9
0.28,1.23,1.57,2.51,2.66,0.83,2,0.28,3.5,10.78,2.16,0.48,1.22,1.31,3.1,0.89
0.28,1.23,1.6,2.56,2.78,0.83,2,0.25,3.5,10.79,2.16,0.48,1.22,1.31,3.1,0.88
0.27,1.23,1.59,2.59,2.77,0.83,2,0.13,3.5,10.79,2.16,0.48,1.22,1.31,3.1,0.86
0.28,1.23,1.57,2.57,2.76,0.83,2,0.1,3.49,10.8,2.16,0.48,1.22,1.31,3.1,0.85
0.29,1.23,1.56,2.51,2.75,0.83,2,0.11,3.45,10.8,2.16,0.48,1.22,1.31,3.1,0.84
0.29,1.22,1.6,2.53,2.69,0.83,2,0.12,3.38,10.81,2.16,0.48,1.23,1.34,3.09,0.84
0.28,1.23,1.61,2.59,2.64,0.84,2,0.12,3.38,10.81,2.16,0.49,1.23,1.4,3.1,0.83
0.28,1.23,1.59,2.59,2.64,0.84,2,0.13,3.39,10.82,2.16,0.49,1.23,1.43,3.11,0.82
0.28,1.23,1.58,2.56,2.65,0.84,2,0.13,3.39,10.83,2.16,0.49,1.23,1.45,3.13,0.81
0.27,1.23,1.57,2.53,2.65,0.84,2,0.13,3.39,10.84,2.16,0.49,1.23,1.46,3.13,0.81
0.27,1.23,1.61,2.52,2.65,0.84,2,0.14,3.4,10.85,2.16,0.49,1.23,1.46,3.12,0.8
0.28,1.23,1.6,2.56,2.65,0.84,2,0.14,3.4,10.85,2.16,0.49,1.23,1.46,3.12,0.79
0.29,1.23,1.58,2.6,2.65,0.85,2,0.14,3.4,10.85,2.16,0.49,1.23,1.46,3.12,0.79
0.28,1.23,1.57,2.54,2.65,0.85,2,0.14,3.4,10.86,2.16,0.49,1.23,1.46,3.11,0.78
0.28,1.23,1.59,2.52,2.65,0.85,2,0.14,3.4,10.86,2.16,0.49,1.23,1.45,3.11,0.77
0.28,1.22,1.62,2.53,2.65,0.85,2,0.15,3.41,10.87,2.18,0.49,1.23,1.45,3.44,0.77
0.27,1.23,1.6,2.59,2.65,0.85,2,0.15,3.41,10.87,2.47,0.54,1.23,1.45,3.84,0.77
0.27,1.23,1.59,2.6,2.65,0.85,2,0.15,3.41,10.87,3.18,0.89,1.23,1.45,4.04,0.76
0.28,1.23,1.58,2.57,2.65,0.85,2,0.15,3.41,10.87,3.18,1.4,1.23,1.45,4.06,0.76
0.28,1.23,1.62,2.54,2.65,0.85,2,0.23,3.41,10.88,3.15,1.55,1.23,1.44,4.06,0.75
0.28,1.23,1.61,2.51,2.66,0.85,2,0.74,3.41,10.88,3.06,1.54,1.23,1.44,4.06,0.71
0.27,1.23,1.59,2.59,2.65,0.85,2,1.35,3.41,10.88,3.04,1.46,1.23,1.44,4.05,0.4
0.27,1.23,1.58,2.6,2.66,0.86,2,1.47,3.42,10.88,3.05,1.37,1.23,1.44,4.05,0.25
0.27,1.23,1.57,2.56,2.65,0.86,2,1.45,3.42,10.89,3.07,1.36,1.23,1.43,4.05,0.53
0.27,1.23,1.61,2.53,2.66,0.86,2,1.24,3.42,10.89,3.08,1.39,1.23,1.43,4.06,0.53
0.27,1.23,1.62,2.53,2.66,0.86,2,1.24,3.42,10.89,3.08,1.4,1.23,1.43,4.06,0.49
0.27,1.22,1.6,2.57,2.66,0.86,2,1.26,3.42,10.9,3.12,1.42,1.23,1.42,4.07,0.37
0.27,1.22,1.57,2.6,2.66,0.86,2,1.28,3.43,10.9,3.13,1.45,1.23,1.42,4.07,0.28
0.27,1.22,1.6,2.58,2.66,0.86,2,1.29,3.43,10.9,3.13,1.47,1.23,1.42,4.07,0.3
0.27,1.22,1.62,2.55,2.66,0.86,2,1.3,3.43,10.9,3.12,1.46,1.23,1.41,4.08,0.31
0.27,1.22,1.6,2.54,2.66,0.86,2,1.35,3.43,10.9,3.12,1.45,1.67,1.41,4.1,0.33
0.31,1.22,1.58,2.59,2.65,0.86,2,1.36,3.43,10.91,3.12,1.45,1.82,1.41,4.13,0.4
0.43,1.22,1.58,2.6,2.66,0.86,2,1.35,3.43,10.91,3.12,1.45,1.82,1.41,4.13,0.42
0.47,1.22,1.6,2.57,2.66,0.86,2,1.34,3.43,10.91,3.12,1.45,1.81,1.4,4.12,0.4
0.47,1.22,1.62,2.54,2.66,0.86,2,1.34,3.43,10.91,3.12,1.45,1.79,1.4,4.12,0.38
0.46,1.22,1.63,2.52,2.66,0.86,2.09,1.34,3.44,10.92,3.12,1.45,1.79,1.39,4.12,0.37
0.46,1.22,1.85,2.56,2.66,0.87,2.5,1.34,3.44,10.92,3.12,1.45,1.78,1.39,4.12,0.37
0.45,1.22,2.11,2.61,2.66,0.87,2.87,1.34,3.44,10.92,3.12,1.45,1.77,1.39,4.12,0.37
0.45,1.22,2.18,2.56,2.66,0.87,2.92,1.34,3.44,10.92,3.13,1.46,1.74,1.39,4.12,0.37
0.44,1.22,2.16,2.53,2.66,0.87,2.91,1.35,3.44,10.92,3.13,1.46,1.65,1.38,4.12,0.36
0.43,1.22,2.14,2.52,2.65,0.87,2.85,1.35,3.44,10.93,3.13,1.46,1.65,1.38,4.12,0.36
0.42,1.22,2.13,2.56,2.65,0.87,2.8,1.35,3.44,11.62,3.13,1.46,1.65,1.38,4.12,0.39
0.42,1.22,2.12,2.61,2.65,0.87,2.81,1.35,3.44,13.1,3.13,1.46,1.66,1.38,4.15,0.43
0.42,1.22,2.11,2.59,2.65,0.87,2.83,1.35,3.44,13.44,3.13,1.46,1.66,1.37,4.17,0.44
0.44,1.22,2.18,2.56,2.65,0.87,2.83,1.35,3.44,13.42,3.13,1.46,1.68,1.37,4.16,0.42
0.44,1.22,2.18,2.53,2.65,0.87,2.84,1.36,3.45,13.4,3.13,1.46,1.73,1.37,4.16,0.4
0.44,1.22,2.16,2.53,2.65,0.87,2.86,1.43,3.45,13.39,3.13,1.46,1.73,1.36,4.15,0.39
0.44,1.24,2.14,2.61,2.65,0.87,2.87,1.87,3.45,13.39,3.13,1.46,1.72,1.36,4.15,0.39
0.43,1.56,2.15,2.58,2.65,0.87,2.88,2.49,3.45,13.27,3.13,1.46,1.71,1.36,4.15,0.39
0.43,1.96,2.19,2.55,2.65,0.87,2.87,2.68,3.46,13.01,3.13,1.47,1.7,1.36,4.14,0.38
0.43,2.01,2.19,2.53,2.65,0.87,2.87,2.64,3.46,13.02,3.13,1.47,1.69,1.36,4.14,0.4
0.44,2,2.17,2.59,2.65,0.87,2.87,2.54,3.46,13.03,3.13,1.47,1.69,1.35,4.14,0.44
0.44,1.99,2.15,2.81,2.65,0.87,2.87,2.51,3.46,13.04,3.13,1.47,1.68,1.35,4.14,0.44
0.44,1.97,2.2,3.05,2.65,0.87,2.87,2.53,3.46,13.04,3.13,1.47,1.68,1.35,4.16,0.43
0.43,1.95,2.2,3.2,2.65,0.88,2.87,2.55,3.46,13.05,3.13,1.47,1.7,1.35,4.18,0.41
0.43,1.94,2.18,3.3,2.65,0.87,2.87,2.56,3.46,13.06,3.13,1.47,1.73,1.35,4.18,0.4
0.43,1.93,2.16,3.32,2.65,0.87,2.87,2.57,3.46,13.07,3.14,1.47,1.72,1.34,4.18,0.4
0.44,1.92,2.15,3.33,2.65,0.88,2.88,2.58,3.46,13.08,3.14,1.47,1.71,1.34,4.17,0.39
0.44,1.9,2.19,3.34,2.65,0.88,2.88,2.64,3.46,13.09,3.14,1.47,1.7,1.34,4.17,0.39
0.44,1.89,2.21,3.35,2.65,0.88,2.88,2.64,3.46,13.1,3.14,1.47,1.69,1.5,4.16,0.43
0.44,1.87,2.19,3.36,2.65,0.88,2.88,2.63,3.46,13.1,3.14,1.47,1.69,4.29,4.16,0.46
0.45,1.86,2.16,3.36,2.65,0.88,2.88,2.63,3.46,13.11,3.14,1.47,1.7,4.37,4.16,0.45
0.44,1.84,2.19,3.37,2.65,0.88,2.88,2.63,3.47,13.11,3.17,1.49,1.73,4.34,4.16,0.43
0.44,1.84,2.21,3.37,2.65,0.88,2.88,2.63,3.47,13.12,3.42,1.64,1.74,4.3,4.15,0.41
0.44,1.84,2.2,3.38,2.65,0.88,2.88,2.63,3.47,13.12,3.85,2.15,1.73,4.27,4.16,0.41
0.43,1.84,2.17,3.38,2.65,0.88,2.88,2.63,3.47,13.13,4.03,2.59,1.71,4.26,4.18,0.4
0.43,1.84,2.17,3.38,2.65,0.88,2.89,2.63,3.47,13.14,4.05,2.66,1.7,4.23,4.19,0.4
0.44,1.87,2.19,3.38,2.65,0.88,2.89,2.63,3.47,13.14,4.04,2.59,1.7,4,4.22,0.41
0.44,1.89,2.22,3.38,2.65,0.88,2.89,2.63,3.47,13.15,3.96,2.51,1.72,3.6,4.35,0.44
0.44,1.89,2.2,3.39,2.65,0.88,2.89,2.63,3.47,13.16,3.97,2.51,1.75,3.46,4.58,0.46
0.45,1.89,2.17,3.39,2.65,0.88,2.89,2.64,3.61,13.17,3.98,2.52,1.74,3.48,4.76,0.45
0.44,1.88,2.2,3.39,2.66,0.88,2.89,2.64,4,13.18,3.99,2.54,1.73,3.49,4.86,0.42
0.44,1.87,2.22,3.39,3.24,0.88,2.89,2.64,4.11,13.18,4,2.56,1.72,3.49,4.91,0.41
0.44,1.87,2.2,3.39,3.29,0.88,2.89,2.64,4.11,13.19,4.01,2.57,1.71,3.5,4.94,0.41
0.43,1.87,2.18,3.39,3.27,0.88,2.89,2.64,4.1,13.19,4.03,2.62,1.7,3.49,4.97,0.41
0.44,1.87,2.17,3.39,3.26,0.88,2.89,2.64,4.04,13.2,4.05,2.65,1.7,3.49,5,0.41
0.44,1.87,2.2,3.39,3.23,0.88,2.89,2.64,3.97,13.2,4.05,2.64,1.71,3.5,5.01,0.44
0.43,1.87,2.22,3.39,3.13,0.88,2.89,2.64,3.97,13.2,4.05,2.63,1.71,3.5,5.02,0.47
0.44,1.87,2.19,3.39,3.09,0.88,2.89,2.64,3.98,13.21,4.05,2.64,1.71,3.5,5.03,0.45
0.45,1.87,2.18,3.39,3.1,0.88,2.89,2.64,3.98,13.21,4.05,2.64,1.71,3.49,5.04,0.44
0.45,1.87,2.2,3.39,3.1,0.88,2.89,2.64,3.98,13.21,4.05,2.64,1.71,3.49,5.04,0.42
0.45,1.87,2.23,3.39,3.11,0.88,2.9,2.66,3.99,13.22,4.05,2.63,1.7,3.5,5.05,0.41
0.44,1.87,2.21,3.38,3.11,0.88,2.9,2.84,3.99,13.22,4.05,2.63,1.71,3.5,5.05,0.41
0.44,1.87,2.19,3.38,3.11,0.89,2.9,3.3,3.99,13.22,4.05,2.63,1.76,3.55,5.06,0.41
0.43,1.87,2.18,3.38,3.11,0.89,2.9,3.81,4,13.23,4.05,2.63,1.78,3.76,5.07,0.43
0.45,1.87,2.21,3.38,3.11,0.89,2.9,3.81,4,13.23,4.06,2.64,1.78,3.85,5.07,0.47
0.44,1.87,2.23,3.38,3.11,0.89,2.9,3.8,4,13.23,4.06,2.64,1.77,3.83,5.07,0.47
0.44,1.87,2.19,3.39,3.11,0.89,2.9,3.76,4,13.23,4.06,2.64,1.76,3.82,5.08,0.53
0.44,1.88,2.18,3.38,3.11,0.89,2.9,3.74,4.01,13.24,4.06,2.64,1.75,3.8,5.08,1.98
0.44,1.88,2.21,3.38,3.11,0.89,2.9,3.75,4.01,13.24,4.06,2.64,1.74,3.78,5.08,2.22
0.45,1.88,2.23,3.38,3.11,0.89,2.9,3.76,4.01,13.24,4.06,2.64,1.72,3.76,5.08,2.21
0.44,1.88,2.21,3.38,3.11,0.89,2.9,3.77,4.01,13.24,4.06,2.65,1.71,3.74,5.09,2.14
0.44,1.88,2.19,3.39,3.11,0.89,2.9,3.79,4.02,13.25,4.07,2.65,1.71,3.72,5.09,1.99
0.44,1.88,2.19,3.39,3.11,0.89,3.25,3.79,4.02,13.25,4.07,2.65,1.7,3.7,5.09,1.95
0.45,1.88,2.22,3.39,3.11,0.89,3.61,3.79,4.02,13.25,4.07,2.65,1.71,3.69,5.1,1.96
0.45,1.88,2.21,3.39,3.11,0.89,3.73,3.8,4.02,13.25,4.07,2.65,1.74,3.68,5.1,1.98
0.44,1.88,2.19,3.39,3.11,0.89,3.74,3.8,4.02,13.26,4.07,2.65,1.75,3.67,5.1,2
0.44,1.88,2.19,3.39,3.12,0.89,3.71,3.81,4.02,13.26,4.07,2.66,1.74,3.66,5.1,2.18
0.44,1.88,2.22,3.38,3.12,0.89,3.66,3.82,4.03,13.28,4.07,2.66,1.74,3.66,5.1,2.16
0.44,1.88,2.23,3.39,3.12,0.89,3.65,3.84,4.03,13.29,4.07,2.66,2.4,3.65,5.1,2.13
0.45,1.88,2.24,3.39,3.12,0.89,3.66,3.84,4.03,13.29,4.07,2.66,2.5,3.64,5.11,2.11
0.45,1.88,2.39,3.39,3.12,0.89,3.67,3.84,4.03,13.29,4.07,2.66,2.48,3.64,5.11,2.1
0.45,1.88,2.63,3.39,3.12,0.89,3.69,3.84,4.03,13.3,4.07,2.66,2.46,3.63,5.11,2.1
0.44,1.88,2.74,3.39,3.12,0.89,3.71,3.84,4.03,13.3,4.07,2.66,2.45,3.62,5.11,2.1
0.44,1.88,2.73,3.12,3.12,0.89,3.74,3.84,4.03,13.3,4.08,2.66,2.43,3.61,5.11,2.1
0.45,1.88,2.71,1.15,3.12,0.89,3.75,3.84,4.04,13.3,4.08,2.67,2.42,3.6,5.11,2.1
0.46,1.88,2.71,0.86,3.12,0.89,3.74,3.84,4.04,13.3,4.08,2.67,2.41,3.59,5.11,2.17
0.45,1.88,2.75,1.17,3.12,1.05,3.74,3.84,4.04,13.3,4.08,2.67,2.39,3.59,5.11,2.2
0.45,1.88,2.78,1.16,3.12,1.9,3.74,3.84,4.04,13.26,4.08,2.67,2.32,3.58,5.12,2.18
0.45,1.88,2.77,1.15,3.12,2.45,3.74,3.84,4.04,3.53,4.09,2.67,2.32,3.58,5.12,2.15
0.44,1.88,2.75,1.14,3.12,2.45,3.75,3.85,4.04,0.28,4.17,2.67,2.33,3.57,5.12,2.14
0.44,1.88,2.74,1.12,3.12,2.45,3.75,3.85,4.04,0.1,4.76,2.67,2.33,3.56,5.12,2.14
0.44,1.88,2.79,1.11,3.12,2.45,3.75,3.85,4.04,0.12,4.88,2.67,2.33,3.55,5.12,2.13
0.45,1.88,2.79,1.1,3.12,2.43,3.75,3.85,4.05,0.12,4.89,2.67,2.39,3.54,5.12,2.12
0.45,1.89,2.77,1.09,3.12,2.3,3.76,3.85,4.05,0.13,4.89,2.67,2.41,3.54,5.12,2.2
0.45,1.89,2.75,1.07,3.12,2.15,3.76,3.85,4.05,0.13,4.87,2.67,2.4,3.53,5.12,2.23
0.45,1.89,2.76,1.06,3.12,2.13,3.76,3.85,4.05,0.14,4.86,2.67,2.38,3.54,5.12,2.2
0.44,1.89,2.79,1.05,3.12,2.15,3.76,3.85,4.05,0.14,4.87,2.67,2.37,3.53,2.96,2.17
0.44,1.89,2.81,1.05,3.12,2.16,3.76,3.85,4.05,0.14,4.88,2.68,2.36,3.53,1.1,2.16
0.44,1.89,2.79,1.04,3.12,2.16,3.77,3.85,4.05,0.15,4.89,2.68,2.35,3.54,0.7,2.16
0.45,1.89,2.76,1.03,3.12,2.17,3.77,3.85,4.05,0.15,4.9,2.68,2.34,3.53,0.62,2.15
0.45,1.89,2.79,1.02,3.12,2.17,3.77,3.85,4.05,0.16,4.91,2.68,2.35,3.53,0.56,2.14
0.45,1.89,2.81,1.02,3.12,2.17,3.77,3.85,4.05,0.16,4.91,2.68,2.38,3.53,0.53,2.14
0.44,1.89,2.8,1.01,3.12,2.17,3.77,3.85,4.06,0.16,4.92,2.68,2.39,3.53,0.5,2.23
0.44,1.89,2.78,1,3.12,2.17,3.77,3.85,4.06,0.16,4.92,2.68,2.38,3.53,0.47,2.21
0.44,1.89,2.76,0.99,3.12,2.17,3.78,3.86,4.06,0.16,4.92,2.68,2.36,3.53,0.45,2.19
0.45,1.89,2.79,0.99,3.12,2.18,3.78,3.86,4.06,0.17,4.93,2.68,2.36,3.52,0.42,2.17
0.46,1.89,2.82,0.98,3.12,2.18,3.78,3.86,4.06,0.17,4.94,2.68,2.39,3.52,0.4,2.17
0.53,1.89,2.81,0.98,3.12,2.18,3.78,3.86,4.06,0.17,4.95,2.68,2.4,3.52,0.39,2.16
0.64,1.89,2.77,0.97,3.12,2.18,3.78,3.86,4.06,0.17,4.95,2.68,2.39,3.52,0.38,2.15
0.66,1.89,2.78,0.97,3.12,2.18,3.78,3.86,4.06,0.17,4.95,2.68,2.38,3.51,0.37,2.18
0.65,1.89,2.82,0.97,3.12,2.18,3.78,3.86,4.06,0.17,4.95,2.68,2.37,3.51,0.36,2.24
0.65,1.89,2.82,0.96,3.12,2.18,3.78,3.91,4.06,0.18,4.95,2.68,2.36,3.5,0.35,2.21
0.64,1.89,2.8,0.95,3.11,2.18,3.78,4.11,4.06,0.18,4.96,2.68,2.39,3.51,0.34,2.19
0.63,1.89,2.78,0.95,3.12,2.18,3.78,4.43,4.04,0.18,4.96,2.68,2.4,3.53,0.34,2.18
0.63,1.89,2.78,0.94,3.11,2.18,3.79,4.79,3.29,0.18,4.96,2.68,2.39,3.55,0.32,2.17
0.63,1.89,2.82,0.94,3.11,2.18,3.79,4.83,1.53,0.18,4.96,2.68,2.38,3.55,0.32,2.16
0.62,1.89,2.83,0.94,3.11,2.18,3.79,4.86,0.86,7.29,4.96,2.68,2.37,3.55,0.31,2.16
0.62,1.89,2.79,0.94,3.11,2.18,3.79,4.88,0.75,,4.97,2.69,2.36,3.55,0.31,2.21
0.61,1.89,2.78,0.93,3.11,2.19,3.79,4.9,0.7,1.22,4.97,2.69,2.37,3.55,0.3,2.26
0.62,1.89,2.81,0.93,3.11,2.19,3.79,4.92,0.66,1.34,4.97,2.69,2.4,3.56,0.3,2.21
0.63,1.89,2.84,0.92,3.11,2.19,3.79,4.93,0.63,1.36,4.97,2.69,2.39,3.56,0.29,2.2
0.63,1.89,2.82,0.92,3.11,2.19,3.79,4.95,0.6,1.36,4.97,2.69,2.37,3.55,0.29,2.19
0.63,1.9,2.8,0.92,3.11,2.19,3.79,4.97,0.56,1.35,4.97,2.69,2.37,3.55,0.28,2.18
0.62,1.9,2.78,0.91,3.11,2.19,3.8,4.97,0.55,1.35,4.97,2.69,2.4,3.55,0.28,2.17
0.63,1.9,2.8,0.91,3.11,2.19,3.8,4.98,0.54,1.35,4.98,2.72,2.43,3.55,0.27,2.18
0.64,1.9,2.83,0.91,3.11,2.19,3.8,4.98,0.52,1.36,4.98,2.94,2.42,3.55,0.27,2.23
0.63,1.9,2.81,0.91,3.11,2.19,3.8,4.98,0.51,1.34,4.98,3.46,2.41,3.55,0.27,2.26
0.63,1.9,2.79,0.9,3.11,2.19,3.8,4.98,0.5,1.25,4.98,3.87,2.4,3.55,0.26,2.21
0.63,1.9,2.79,0.9,3.11,2.19,3.81,4.98,0.5,1.11,4.98,3.95,2.39,3.55,0.26,2.2
0.64,1.9,2.86,0.9,3.11,2.19,3.89,4.98,0.49,1.03,4.98,3.95,2.38,3.55,0.27,2.19
0.64,1.9,3,0.89,3.11,2.19,4.15,4.99,0.47,1.01,4.98,3.93,2.36,3.55,0.4,2.18
0.64,1.9,3.14,0.89,3.06,2.19,4.43,4.99,0.46,1.02,4.98,3.88,2.41,3.55,1.54,2.17
0.63,1.9,3.24,0.89,2.12,2.2,4.53,4.99,0.46,1.03,4.98,3.89,2.45,3.55,1.61,2.2
0.63,1.9,3.28,0.89,0.52,2.2,4.54,4.99,0.45,1.04,4.98,3.9,2.44,3.55,1.59,2.26
0.64,1.9,3.32,0.89,0.1,2.2,4.53,4.99,0.45,1.05,4.99,3.91,2.42,3.55,1.51,2.26
0.64,1.9,3.33,0.88,0.1,2.2,4.53,4.99,0.44,1.05,4.99,3.92,2.41,3.55,1.39,2.23
0.64,1.9,3.34,0.88,0.1,2.2,4.53,5,0.44,1.06,5,3.93,2.4,3.55,1.37,2.2
0.64,1.9,3.35,0.88,0.1,2.2,4.54,5,0.43,1.06,5.08,3.94,2.39,3.55,1.39,2.33
