Weight_up_n4,Weight_dp_n4,Weight_dn_n4,Weight_un_n4,Weight_up_n6,Weight_dp_n6,Weight_dn_n6,Weight_un_n6,Weight_up_n8,Weight_dp_n8,Weight_dn_n8,Weight_un_n8,Weight_up_n10,Weight_dp_n10,Weight_dn_n10,Weight_un_n10
1.17,4.96,,2.55,1.66,8.09,4.63,,2.41,4.1,5.7,0.46,3.69,8.55,0.26,6.6
1.25,4.91,,2.51,1.66,8.09,4.63,,2.44,4.1,5.71,0.46,3.73,8.53,0.26,6.6
1.24,4.91,,2.47,1.66,8.09,4.64,,2.7,4.1,5.71,0.46,3.74,8.52,0.25,6.6
1.23,4.96,,2.51,1.66,8.1,4.65,,2.98,4.1,5.72,0.46,3.72,8.51,0.25,6.6
1.22,4.97,,2.55,1.66,8.1,4.65,,3.01,4.1,5.72,0.46,3.71,8.5,0.25,6.6
1.21,4.95,,2.54,1.66,8.1,4.66,,3,4.1,5.72,0.75,3.72,8.48,0.24,6.6
1.21,4.93,,2.51,1.66,8.1,4.66,,3,4.1,5.73,1.28,3.75,8.47,0.24,6.6
1.22,4.92,,2.48,1.66,8.1,4.67,,2.99,4.1,5.73,1.49,3.73,8.46,0.24,6.6
1.23,4.98,,2.48,1.66,8.11,4.67,,2.92,4.1,5.74,1.49,3.72,8.45,0.24,6.6
1.24,5.02,,2.53,1.66,8.11,4.67,,2.89,4.11,5.74,1.45,3.7,8.42,0.24,6.6
1.25,4.97,,2.56,1.66,8.11,4.68,,2.9,4.11,5.74,1.35,3.7,8.41,0.24,6.6
1.24,4.94,,2.5,1.66,8.11,4.68,,2.91,4.11,5.74,1.31,3.73,8.4,0.23,6.6
1.24,4.92,,2.48,1.66,8.11,4.68,,2.91,4.11,5.75,1.32,3.74,8.39,0.23,6.61
1.25,4.93,,2.51,1.66,8.11,4.68,,2.91,4.11,5.75,1.35,3.72,8.38,0.23,6.61
1.25,5.02,,2.55,1.66,8.12,4.68,,2.91,4.11,5.75,1.36,3.7,8.37,0.23,6.61
1.24,5.02,,2.55,1.66,8.12,4.69,,2.91,4.15,5.76,1.4,3.71,8.36,0.23,6.61
1.24,4.99,,2.52,1.66,8.12,4.69,,2.92,5.05,5.76,1.42,3.72,8.36,0.22,6.61
1.25,4.96,,2.49,1.66,8.12,4.69,,2.92,6.49,5.76,1.42,3.72,8.61,0.22,6.61
1.24,4.92,,2.48,1.66,8.12,4.69,,2.92,6.67,5.76,1.41,3.72,8.61,0.22,6.61
1.25,4.95,,2.56,1.66,8.12,4.69,,2.92,6.65,5.76,1.41,3.76,8.59,0.22,6.61
1.25,5.04,,2.55,1.66,8.12,4.7,,2.92,6.63,5.76,1.41,4.16,8.58,0.22,6.61
1.25,5.04,,2.53,1.66,8.13,4.7,,2.92,6.62,5.77,1.41,4.48,8.56,0.22,6.61
1.25,5.01,,2.63,1.66,8.13,4.7,,2.93,6.53,5.77,1.41,4.44,8.55,0.21,6.61
1.25,4.98,,2.85,1.66,8.13,4.7,,2.93,6.29,5.77,1.41,4.41,8.54,0.21,6.61
1.25,4.96,,3.05,1.67,8.13,4.7,,2.93,6.19,5.77,1.41,4.39,8.52,0.21,6.61
1.24,4.93,,3.16,2.21,8.13,4.71,,2.93,6.2,5.77,1.41,4.37,8.51,0.21,6.61
1.24,4.91,,3.21,2.26,8.13,4.71,,2.93,6.22,5.78,1.42,4.34,8.49,0.21,6.62
1.27,5.02,,3.23,2.25,8.13,4.71,,2.93,6.24,5.78,1.42,4.31,8.47,0.21,6.61
1.26,5,,3.25,2.24,8.13,4.71,,2.94,6.24,5.78,1.42,4.29,8.46,0.21,6.61
1.25,4.98,,3.25,2.23,8.14,4.71,,2.94,6.24,5.78,1.42,4.28,8.45,0.21,6.61
1.26,4.95,,3.25,2.21,8.15,4.71,,2.94,6.24,5.78,1.42,4.28,8.44,0.2,6.61
1.26,4.93,,3.26,2.14,10.16,4.71,,2.94,6.25,5.78,1.42,4.32,8.42,0.2,6.61
1.26,4.97,,3.26,2.11,10.57,4.72,,2.94,6.25,5.78,1.42,4.35,8.41,0.2,6.61
1.27,4.99,,3.27,2.11,10.53,4.72,,2.94,6.25,5.79,1.42,4.34,8.4,0.2,6.62
1.26,4.97,,3.27,2.11,10.5,4.72,,2.94,6.25,5.79,1.42,4.32,8.38,0.2,6.61
1.27,4.97,,3.27,2.11,10.49,4.76,,2.94,6.25,5.79,1.42,4.32,8.37,0.2,6.03
1.27,5.35,,3.27,2.11,10.48,4.91,,2.94,6.25,5.79,1.42,4.35,8.37,,2.54
1.26,6.35,,3.27,2.11,10.37,5.08,,2.94,6.25,5.49,1.43,4.36,8.47,,0.95
1.26,6.66,,3.28,2.11,10.14,5.19,,2.94,6.25,3.65,1.43,4.34,8.61,,1
1.27,6.61,,3.28,2.11,10.1,5.25,,2.95,6.26,1.96,1.43,4.32,8.61,,1.01
1.27,6.55,,3.28,2.11,10.15,5.31,,2.95,6.26,1.57,1.43,4.35,8.59,,1.01
1.26,6.5,,3.28,2.11,10.17,5.33,,2.95,6.26,1.53,1.43,4.35,8.58,,1.01
1.27,6.46,,3.28,2.12,10.17,5.34,,2.95,6.26,1.5,1.43,4.34,8.56,,1.01
1.28,6.43,,3.28,2.12,10.18,5.35,,2.95,6.26,1.48,1.47,4.33,8.53,,1
1.26,6.37,,3.28,2.12,10.18,5.36,,2.95,6.26,1.46,1.77,4.39,8.52,,0.99
1.27,6.34,,3.28,2.12,10.18,5.37,,2.95,6.26,1.44,2.33,4.4,8.5,,0.99
1.27,6.31,,3.28,2.12,10.19,5.38,,2.95,6.26,1.43,2.6,4.38,8.49,,0.97
1.27,6.29,,3.28,2.12,10.19,5.39,,2.95,6.26,1.41,2.62,4.36,8.48,,0.96
1.27,6.29,,3.28,2.12,10.2,5.39,,2.95,6.26,1.39,2.52,4.32,8.47,,0.96
1.27,6.29,,3.28,2.12,10.2,5.41,,2.95,6.27,1.38,2.47,4.33,8.45,,0.95
1.27,6.31,,3.28,2.12,10.21,5.41,,2.96,6.27,1.37,2.48,4.36,8.44,,0.94
1.27,6.39,,3.28,2.12,10.21,5.42,,2.96,6.27,1.36,2.5,4.35,8.42,,0.93
1.28,6.36,,3.28,2.12,10.21,5.42,,2.96,6.27,1.36,2.52,4.33,8.41,,0.93
1.27,6.33,,3.28,2.12,10.21,5.42,,2.96,6.27,1.35,2.53,4.35,8.4,,0.92
1.27,6.33,,3.28,2.12,10.22,5.43,,2.96,6.27,1.34,2.54,4.37,8.39,,0.91
1.27,6.36,,3.28,2.12,10.22,5.43,,2.96,6.27,1.34,2.58,4.35,8.38,,0.9
1.27,6.36,,3.28,2.12,10.22,5.44,,2.96,6.27,1.33,2.61,4.34,8.38,,0.9
1.28,6.36,,3.28,2.12,10.23,5.44,,2.96,6.27,1.32,2.6,4.37,8.43,,0.89
1.28,6.34,,3.28,2.12,10.23,5.44,,2.96,6.27,1.32,2.6,4.37,8.5,,0.88
1.27,6.33,,3.28,2.12,10.24,5.45,,2.96,6.28,1.32,2.6,4.36,8.52,,0.88
1.28,6.33,,3.28,2.12,10.24,5.45,,2.96,6.28,1.31,2.6,4.35,8.51,,0.87
1.27,6.33,,3.28,2.12,10.24,5.45,,2.96,6.28,1.31,2.6,4.35,8.5,,0.87
1.27,6.33,,3.28,2.12,10.24,5.46,,2.96,6.28,1.31,2.6,4.38,8.5,,0.86
1.29,6.33,,3.28,2.12,10.24,5.46,,2.96,6.28,1.3,2.61,4.38,8.49,,0.85
1.28,6.33,,3.28,2.12,10.24,5.46,,2.96,6.28,1.3,2.61,4.36,8.48,,0.85
1.27,6.35,,3.28,2.12,10.25,5.46,,3,6.28,1.29,2.61,4.36,8.47,,0.85
1.28,6.45,,3.28,2.12,10.25,5.47,,3.29,6.28,1.29,2.61,4.41,8.46,,0.84
1.29,6.47,,3.28,2.12,10.25,5.47,,3.51,6.28,1.28,2.62,4.4,8.46,,0.84
1.28,6.44,,3.28,2.12,10.26,5.47,,3.52,6.28,1.28,2.62,4.38,8.45,,0.84
1.28,6.37,,3.28,2.12,10.26,5.47,,3.51,6.28,1.28,2.62,4.36,8.44,,0.83
1.28,6.35,,3.28,2.12,10.26,5.47,,3.51,6.29,1.27,2.62,4.34,8.43,,0.83
1.29,6.34,,3.28,2.12,10.26,5.48,,3.51,6.29,1.27,2.62,4.35,8.43,,0.82
1.29,6.41,,3.28,2.12,10.26,5.48,,3.51,6.28,1.27,2.62,4.4,8.42,,0.82
1.27,6.44,,3.28,2.12,10.26,5.48,,3.5,6.29,1.27,2.63,4.4,8.42,,0.81
1.27,6.41,,3.28,2.12,10.27,5.49,,3.45,6.29,1.26,2.63,4.36,8.42,,0.81
1.03,6.38,,3.28,2.12,10.27,5.49,,3.45,6.29,1.26,2.63,4.34,8.41,,0.8
0.54,6.35,,3.28,2.12,10.27,5.49,,3.45,6.29,1.26,2.63,4.37,8.41,,0.73
0.36,6.37,,3.28,2.12,10.27,5.39,,3.45,6.29,1.25,2.68,4.39,8.41,,0.28
0.29,6.45,,3.28,2.12,10.28,4.19,,3.45,6.29,1.25,2.93,4.38,8.41,,0.34
0.27,6.41,,3.28,2.12,10.28,2.3,,3.45,6.29,1.25,3.44,4.36,8.41,,0.5
0.26,6.38,,3.28,2.12,10.28,1.74,,3.46,6.29,1.25,3.82,4.34,8.48,,0.47
0.25,6.35,,3.28,2.17,10.28,1.65,,3.46,6.29,1.25,3.89,4.38,9.65,,0.36
0.24,6.37,,3.02,2.49,10.28,1.6,,3.46,6.29,1.24,3.89,4.41,11.2,,0.27
0.23,6.46,,1.09,2.68,10.29,1.54,,3.46,6.29,1.24,3.88,4.38,11.34,,0.28
0.22,6.46,,0.88,2.68,10.29,1.52,,3.46,6.63,1.24,3.86,4.36,11.29,,0.29
0.22,6.42,,1.2,2.66,10.29,1.5,,3.46,8.24,1.24,3.86,4.35,11.24,,0.3
0.21,6.36,,1.2,2.66,10.29,1.49,,3.47,9.06,1.24,3.87,4.38,10.99,,0.31
0.2,6.36,,1.18,2.65,10.29,1.47,,3.47,9.01,1.23,3.88,4.41,10.59,,0.37
0.19,6.43,,1.17,2.6,10.29,1.46,,3.47,9,1.23,3.89,4.39,10.51,,0.41
0.19,6.45,,1.16,2.57,10.29,1.45,,3.47,8.96,1.23,3.9,4.37,10.54,,0.38
0.19,6.42,,1.15,2.57,10.3,1.44,,3.47,8.69,1.23,3.92,4.35,10.56,,0.37
0.18,6.39,,1.14,2.57,10.3,1.43,,3.47,8.41,1.22,3.92,4.39,10.57,,0.36
0.18,6.37,,1.13,2.57,10.31,1.42,,3.47,8.4,1.22,3.93,4.38,10.58,,0.36
0.17,6.42,,1.12,2.57,10.32,1.41,,3.48,8.43,1.22,3.93,4.36,10.58,,0.36
0.17,6.47,,1.11,2.57,10.32,1.4,,3.48,8.44,1.22,3.93,4.36,10.58,,0.36
0.17,6.41,,1.1,2.57,10.32,1.4,,3.48,8.45,1.22,3.94,4.39,10.58,,0.36
0.16,6.38,,1.09,2.57,10.33,1.39,,3.48,8.45,1.22,3.94,4.38,10.67,,0.36
0.16,6.36,,1.08,2.57,10.33,1.39,,3.48,8.45,1.22,3.95,4.36,10.78,,0.43
0.16,6.44,,1.07,2.57,10.33,1.38,,3.48,8.46,1.22,3.95,4.38,10.81,,0.43
0.16,6.5,,1.06,2.58,10.33,1.38,,3.48,8.48,1.21,3.95,4.41,10.8,,0.41
0.17,6.47,,1.06,2.58,10.33,1.37,,3.48,8.48,1.21,3.95,4.37,10.78,,0.4
0.21,6.44,,1.05,2.58,10.33,1.36,,3.48,8.48,1.21,3.96,4.37,10.77,,0.39
0.23,6.41,,1.05,2.58,10.34,1.36,,3.49,8.49,1.21,3.96,4.4,10.76,,0.38
0.23,6.38,,1.04,2.58,10.34,1.36,,3.49,8.49,1.21,3.96,4.4,10.73,,0.38
0.23,6.44,,1.03,2.58,10.34,1.35,,3.49,8.5,1.21,3.96,4.38,10.72,,0.43
0.23,6.49,,1.03,2.58,10.34,1.35,,3.49,8.5,1.21,3.96,4.36,10.7,,0.98
0.23,6.46,,1.02,2.58,10.34,1.35,,3.49,8.5,1.21,3.97,4.37,10.69,,2.25
0.22,6.43,,1.02,2.58,10.34,1.34,,3.49,8.51,1.2,3.97,4.41,10.68,,2.25
0.22,6.4,,1.01,2.58,10.34,1.34,,3.49,8.51,1.2,3.97,4.38,10.66,,2.2
0.22,6.37,,0.98,2.58,10.35,1.34,,3.49,8.51,1.2,3.97,4.37,10.65,,2.07
0.22,6.37,,0.75,2.58,10.35,1.33,,3.49,8.53,1.2,3.97,4.38,10.66,,2
0.22,6.42,,0.33,2.58,10.35,1.33,,3.49,8.53,1.2,3.98,4.4,10.79,,2.01
0.21,6.44,,0.19,2.58,10.35,1.33,,3.5,8.54,1.2,3.98,4.39,10.81,,2.03
0.21,6.43,,0.22,2.58,10.35,1.32,,3.5,8.54,1.2,3.98,4.37,10.82,,2.04
0.21,6.4,,0.26,2.58,10.35,1.32,,3.5,8.54,1.2,3.98,4.36,10.82,,2.22
0.21,6.38,,0.32,2.58,10.35,1.32,,3.5,8.55,1.2,3.98,4.39,10.82,,2.22
0.21,6.37,,0.33,2.58,10.35,1.32,,3.5,8.55,1.19,4.06,4.4,10.81,,2.19
0.2,6.38,,0.33,2.58,10.36,1.31,,3.5,8.55,1.19,4.33,4.38,10.81,,2.16
0.2,6.47,,0.32,2.58,10.36,1.31,,3.5,8.55,1.19,4.65,4.41,10.8,,2.15
0.2,6.51,,0.28,2.58,10.36,1.31,,3.5,8.55,1.19,4.86,4.41,10.79,,2.15
0.21,6.48,,0.22,2.58,10.36,1.31,,3.5,8.56,1.19,4.95,4.39,10.77,,2.15
0.21,6.42,,0.25,2.58,10.36,1.3,,3.5,8.56,1.19,5.01,4.37,10.76,,2.15
0.21,6.39,,0.27,2.58,10.36,1.3,,3.5,8.56,1.19,5.04,4.37,10.75,,2.14
0.2,6.37,,0.27,2.58,10.36,1.3,,3.5,8.56,1.19,5.07,4.41,10.74,,2.17
0.2,6.4,,0.28,2.58,10.25,1.3,,3.5,8.56,1.19,5.09,4.22,10.73,,2.24
0.2,6.44,,0.27,2.58,1.35,1.3,,3.51,8.56,1.19,5.11,2.62,10.73,,2.24
0.2,6.43,,0.22,2.58,0.51,1.29,,3.55,8.57,1.18,5.12,0.81,10.72,,2.21
0.2,6.4,,0.22,2.58,0.69,1.29,,3.88,8.57,1.18,5.13,0.75,10.72,,2.19
0.2,6.4,,0.24,2.58,0.78,1.29,,4.13,8.57,1.18,5.14,0.7,10.72,,2.18
0.2,6.54,,0.26,2.58,0.84,1.29,,4.14,8.57,1.18,5.15,0.67,10.72,,2.18
0.2,6.81,,0.27,2.58,0.89,1.29,,4.13,8.57,1.18,5.15,0.65,10.72,,2.36
0.2,7.89,,0.22,2.58,0.92,1.29,,4.13,8.57,1.18,5.16,0.62,10.72,,3.05
0.19,8.28,,0.2,2.58,0.95,1.28,,4.12,8.58,1.18,5.17,0.6,10.72,,3.87
0.19,8.22,,0.22,2.58,1,1.28,,4.06,8.58,1.18,5.18,0.58,10.72,,3.85
0.19,8.15,,0.24,2.58,1.02,1.28,,4.02,8.58,1.18,5.18,0.55,10.72,,3.8
0.19,8.1,,0.25,2.58,1.04,1.28,,4.02,8.58,1.18,5.18,0.54,10.72,,3.72
0.19,8.05,,0.26,2.58,1.05,1.28,,4.02,8.58,1.19,5.18,0.52,10.72,,3.7
0.19,7.99,,0.25,2.58,1.07,1.28,,4.03,8.58,1.18,5.19,0.51,10.72,,3.7
0.19,7.83,,0.2,2.58,1.08,1.27,,4.03,8.59,,5.19,0.5,10.72,,3.71
0.19,7.83,,0.22,2.58,1.09,1.27,,4.03,8.59,,5.2,0.49,10.72,,3.71
0.19,7.83,,0.24,2.58,1.11,1.27,,4.03,8.59,,5.2,0.48,10.72,,3.79
0.19,7.83,,0.25,2.58,1.12,1.27,,4.04,8.59,,5.2,0.47,10.72,,3.88
0.19,7.89,,0.25,2.58,1.14,1.27,,4.04,8.59,,5.21,0.46,10.72,,3.87
0.19,7.93,,0.21,2.58,1.14,1.27,,4.04,8.59,,5.21,0.45,10.72,,3.85
0.19,7.92,,0.19,2.58,1.15,1.27,,4.04,8.59,,5.21,0.44,10.73,,3.83
0.19,7.89,,0.21,2.58,1.16,1.27,,4.04,8.59,,5.21,0.44,10.73,,3.82
0.2,7.87,,0.23,2.58,1.17,1.27,,4.05,8.59,,5.21,0.43,10.73,,3.82
0.2,7.92,,0.25,2.58,1.17,1.26,,4.05,8.6,,5.22,0.42,10.73,,3.81
0.2,7.99,,0.23,2.58,1.18,1.26,,4.05,8.6,,5.22,0.42,10.73,,3.8
0.2,7.96,,0.19,2.58,1.18,1.26,,4.05,8.6,,5.22,0.41,10.73,,3.83
0.2,7.93,,0.18,2.58,1.2,1.26,,4.05,8.61,,5.22,0.41,10.73,,3.9
0.19,7.89,,0.21,2.58,1.2,1.26,,4.06,9.19,,5.22,0.4,10.73,,3.9
0.19,7.87,,0.23,2.58,1.21,1.26,,4.06,10.93,,5.22,0.39,10.73,,3.87
0.19,7.92,,0.24,2.58,1.21,1.26,,4.06,11.45,,4.83,0.39,10.73,,3.85
0.19,8,,0.25,2.58,1.21,1.26,,4.06,11.4,,2.15,0.38,10.73,,3.84
0.19,7.94,,0.17,2.58,1.22,1.26,,4.06,11.34,,0.24,0.38,10.73,,3.84
0.18,7.91,,0.18,2.58,1.22,1.25,,4.06,11.18,,0.55,0.38,10.73,,3.83
0.18,7.88,,0.21,2.58,1.23,1.25,,4.06,10.81,,0.54,0.37,10.73,,3.82
0.18,7.89,,0.22,2.58,1.23,1.25,,4.07,10.71,,0.52,0.37,10.73,,3.87
0.18,7.92,,0.23,2.58,1.24,1.25,,4.07,10.75,,0.5,0.36,10.73,,3.92
0.19,7.93,,0.24,2.58,1.24,1.25,,4.07,10.78,,0.49,0.36,10.74,,3.9
0.19,7.92,,0.21,2.58,1.25,,,4.07,10.79,,0.48,0.35,10.74,,3.88
0.19,7.9,,0.17,2.58,1.25,,,4.07,10.79,,0.47,0.35,10.74,,3.86
0.19,8.01,,0.72,2.58,1.25,,,4.07,10.8,,0.46,0.35,10.74,,3.86
0.24,8.04,,0.73,2.58,1.26,,,4.07,10.81,,0.46,0.34,10.74,,3.88
0.31,8,,0.69,2.58,1.26,,,4.07,10.81,,0.45,0.34,10.74,,4.2
0.32,7.97,,0.65,2.58,1.26,,,4.08,10.81,,0.45,0.33,10.93,,5.21
0.32,7.93,,0.61,2.58,1.26,,,4.08,10.82,,0.44,0.33,12.47,,5.29
0.32,7.9,,0.59,2.58,1.03,,,4.08,10.82,,0.43,0.33,13.64,,5.28
0.32,7.88,,0.58,2.58,0.35,,,4.08,10.82,,0.43,0.32,13.65,,5.28
0.31,7.94,,0.57,2.58,0.1,,,4.08,10.83,,0.42,0.32,13.58,,5.27
0.31,8.01,,0.61,2.58,0.1,,,4.08,10.83,,0.42,0.32,13.45,,5.27
0.31,7.94,,0.71,2.58,0.16,,,4.09,10.84,,0.42,0.31,13.07,,5.26
0.3,7.91,,0.68,2.58,0.24,,,4.09,10.84,,0.41,0.31,12.8,,5.25
0.3,7.89,,0.65,2.58,0.27,,,4.09,10.84,,0.41,0.31,12.84,,5.26
0.3,7.93,,0.64,2.68,0.27,,,4.09,10.85,,0.41,0.31,12.88,,5.32
0.3,7.95,,0.63,3.05,0.27,,,4.09,10.85,,0.4,0.3,12.89,,5.38
0.3,7.96,,0.68,3.18,0.27,,,4.09,10.85,,0.4,0.3,12.9,,5.37
0.29,7.95,,0.72,3.17,0.27,,,4.09,10.86,,0.4,0.3,12.9,,5.35
0.29,7.93,,0.7,3.15,0.27,,,4.09,10.87,,0.39,0.29,12.92,,5.33
0.29,7.91,,0.65,3.11,0.27,,,4.09,10.88,,0.39,0.29,13.11,,5.32
0.3,7.99,,0.64,3.04,0.27,,,4.1,10.89,,0.39,0.29,13.12,,5.32
0.31,8.03,,0.69,3.03,0.27,,,4.1,10.89,,0.39,0.29,13.1,,5.3
0.3,7.99,,0.72,3.04,0.27,,,4.1,10.89,,0.39,0.28,13.09,,5.3
0.3,7.96,,0.69,3.04,0.27,,,4.1,10.89,,0.38,0.28,13.07,,5.34
0.3,7.92,,0.67,3.04,0.27,,,4.1,10.9,,0.38,0.28,13.06,,5.4
0.3,7.9,,0.65,3.04,0.26,,,4.1,10.9,,0.38,0.28,13.04,,5.4
0.31,7.95,,0.66,3.04,0.26,,,4.1,10.9,,0.38,0.27,13.03,,5.37
0.31,8.04,,0.72,3.04,0.26,,,4.1,10.9,,0.37,0.28,13,,5.36
0.3,7.98,,0.69,3.04,0.26,,,4.07,10.9,,0.36,0.51,12.98,,5.35
0.3,7.95,,0.67,3.04,0.26,,,3.3,10.91,,0.18,0.88,13.05,,5.34
0.3,7.91,,0.65,3.04,0.26,,,1.55,10.91,,0.29,0.95,13.2,,5.33
0.31,7.91,,0.68,3.04,0.26,,,0.9,10.91,,0.55,0.96,13.21,,5.33
0.31,7.98,,0.73,3.04,0.26,,,0.8,10.91,,0.52,0.95,13.18,,5.5
0.31,7.98,,0.72,3.04,0.26,,,0.71,10.92,,0.43,0.94,13.16,,5.84
0.31,7.95,,0.69,3.04,0.26,,,0.68,10.92,,0.37,0.93,13.15,,6.12
0.3,7.92,,0.67,3.05,0.26,,,0.65,10.92,,0.37,0.93,13.13,,6.26
0.3,7.92,,0.7,3.05,0.26,,,0.63,10.92,,0.39,0.92,13.1,,6.33
0.3,7.92,,0.74,3.05,0.26,,,0.62,10.92,,0.4,0.92,13.08,,6.36
0.31,7.91,,0.72,3.05,0.26,,,0.6,10.92,,0.4,0.92,13.06,,6.39
0.31,7.9,,0.69,3.05,0.26,,,0.59,10.93,,0.4,0.91,13.04,,6.41
0.31,7.95,,0.67,3.05,0.26,,,0.58,10.93,,0.41,0.91,13.03,,6.42
0.31,8.02,,0.67,3.05,0.26,,,0.57,10.93,,0.41,0.9,13.01,,6.42
0.31,8.01,,0.72,3.04,0.25,,,0.55,10.93,,0.41,0.86,12.99,,6.42
0.31,7.97,,0.74,3.04,0.25,,,0.54,10.93,,0.42,0.84,12.99,,6.43
0.3,7.94,,0.71,3.05,0.25,,,0.53,10.93,,0.42,0.84,13.31,,6.43
0.3,7.97,,0.67,3.05,0.25,,,0.52,10.94,,0.42,0.84,13.31,,6.43
0.3,8.06,,0.68,3.05,0.25,,,0.52,10.94,,0.42,0.84,13.28,,6.43
0.31,8.04,,0.74,3.05,0.25,,,0.51,10.94,,0.42,0.84,13.24,,6.43
0.31,8.01,,0.78,3.05,0.25,,,0.51,10.94,,0.42,0.84,13.21,,6.43
0.31,7.97,,1.06,3.05,0.25,,,0.5,10.94,,0.42,0.84,13.19,,6.43
0.31,7.85,,1.5,3.05,0.25,,,0.49,10.94,,0.43,0.84,13.17,,6.43
0.31,5.83,,1.65,3.05,0.25,,,0.49,10.94,,0.43,0.87,13.15,,6.43
0.31,2.02,,1.62,3.05,0.25,,,0.48,10.95,,0.43,0.92,13.14,,6.43
0.3,0.96,,1.56,3.05,0.25,,,0.48,10.95,,0.43,0.93,13.1,,6.43
0.3,0.83,,1.54,3.05,0.25,,,0.47,10.95,,0.43,0.92,13.09,,6.43
0.31,0.8,,1.52,3.05,0.25,,,0.47,10.95,,0.43,0.92,13.07,,6.43
0.31,0.78,,1.51,3.05,0.25,,,0.47,10.95,,0.43,0.91,13.05,,6.42
0.31,0.76,,1.53,3.05,0.24,,,0.46,10.95,,0.43,0.91,13.03,,6.42
0.31,0.75,,1.62,3.05,0.24,,,0.46,10.95,,0.43,0.9,13.03,,6.42
0.31,0.73,,1.63,3.05,0.24,,,0.45,10.96,,0.43,0.89,13.02,,6.42
0.3,0.72,,1.6,3.05,0.24,,,0.45,10.96,,0.43,0.88,13.01,,6.42
0.3,0.71,,1.57,3.05,0.24,,,0.45,10.96,,0.43,0.88,13.06,,6.42
0.3,0.7,,1.57,3.05,0.24,,,0.44,10.96,,0.43,0.87,13.2,,6.42
0.3,0.69,,1.63,3.05,0.24,,,0.45,10.96,,0.44,0.87,13.22,,6.42
0.31,0.68,,1.64,3.05,0.24,,,0.6,10.96,,0.44,0.87,13.2,,6.42
0.31,0.68,,1.61,3.05,0.24,,,0.96,10.96,,0.44,0.86,13.18,,6.42
0.3,0.67,,1.58,3.05,0.24,,,1.05,10.96,,0.44,0.86,13.16,,6.41
0.3,0.66,,1.56,3.05,0.24,,,1.05,10.97,,0.47,0.86,13.14,,6.41
0.3,0.66,,1.59,3.05,0.24,,,1.05,10.97,,0.78,0.85,13.12,,6.41
0.31,0.65,,1.65,3.05,0.24,,,1.05,10.97,,1.3,0.84,13.11,,6.41
0.31,0.65,,1.6,3.05,0.24,,,1.05,10.97,,1.48,0.84,13.07,,6.41
0.3,0.64,,1.58,3.05,0.24,,,1.04,10.97,,1.48,0.84,13.06,,6.41
0.3,0.64,,1.57,3.05,0.24,,,1.04,10.97,,1.44,0.84,13.06,,6.41
0.31,0.63,,1.63,3.05,0.24,,,1.04,10.97,,1.34,0.83,13.06,,6.41
0.31,0.63,,1.65,3.05,0.24,,,1.04,10.97,,1.31,0.84,13.15,,6.41
0.31,0.62,,1.63,3.05,0.24,,,1.04,10.98,,1.34,0.87,13.32,,6.41
0.31,0.62,,1.6,3.05,0.24,,,1.04,10.98,,1.35,0.89,13.33,,6.41
0.31,0.61,,1.57,3.05,0.24,,,1.01,10.98,,1.36,0.88,13.31,,6.41
0.3,0.61,,1.6,3.05,0.24,,,0.97,10.98,,1.38,0.88,13.26,,6.41
0.3,0.61,,1.65,3.05,0.24,,,0.95,10.98,,1.41,0.87,13.24,,6.41
0.3,0.6,,1.62,3.05,0.24,,,0.95,10.98,,1.42,0.87,13.22,,6.41
0.31,0.6,,1.59,3.05,0.24,,,0.95,10.98,,1.41,0.87,13.2,,6.41
0.31,0.6,,1.58,3.05,0.24,,,0.94,10.98,,1.4,0.86,13.18,,6.14
0.31,0.59,,1.62,3.05,0.24,,,0.94,10.98,,1.4,0.86,13.16,,3.36
0.31,0.59,,1.66,3.05,0.24,,,0.94,10.98,,1.4,0.85,13.15,,0.18
0.3,0.59,,1.64,3.05,0.24,,,0.94,10.99,,1.41,0.85,13.13,,0.94
0.3,0.58,,1.61,3.05,0.24,,,0.94,10.99,,1.41,0.84,13.11,,1
0.3,0.58,,1.59,3.05,0.24,,,0.94,11,,1.41,0.84,13.08,,1.01
0.3,0.62,,1.65,3.05,0.24,,,0.94,11.01,,1.41,0.83,13.06,,1.01
0.3,1.01,,1.66,3.05,0.24,,,0.94,11.01,,1.41,0.84,13.05,,1.01
0.3,1.35,,1.63,3.05,0.24,,,0.94,11.35,,1.41,0.85,13.05,,1
0.31,1.38,,1.64,3.05,0.24,,,0.94,12.81,,1.41,0.85,13.16,,0.99
0.38,1.38,,1.84,3.05,0.24,,,0.94,13.49,,1.41,0.85,13.24,,0.98
0.48,1.37,,2.22,3.05,0.24,,,0.94,13.49,,1.41,0.85,13.23,,0.97
0.49,1.36,,2.46,3.05,0.24,,,0.94,13.46,,1.42,0.85,13.4,,0.96
0.49,1.36,,2.48,3.05,0.24,,,0.94,13.45,,1.42,0.85,16.11,,0.96
0.48,1.34,,2.43,3.05,0.15,,,0.94,13.25,,1.42,0.85,16.08,,0.95
0.48,1.33,,2.4,3.05,0.44,,,0.94,12.85,,1.42,0.84,16,,0.94
0.47,1.32,,2.4,3.05,0.88,,,0.94,12.91,,1.42,0.84,15.95,,0.93
0.47,1.32,,2.45,3.05,0.92,,,0.94,12.94,,1.42,0.84,15.89,,0.92
0.47,1.31,,2.51,3.05,0.93,,,0.94,12.96,,1.42,0.84,15.63,,0.91
