Weight_1818up,Weight_1818dp,Weight_1818dn,Weight_1818un,Weight_1818un.2,Weight_1818un.3,Weight_1830up,Weight_1830dp,Weight_1830dp.3,Weight_1830dn,Weight_1830dn.3,Weight_1830un,Weight_1821up,Weight_1821dp,Weight_1821dn,Weight_1821un,Weight_1821un.3,Weight_1833up,Weight_1833dp,Weight_1833un,Weight_1833dn,Weight_1827un,Weight_1827dn,Weight_1827dp,Weight_1827up
1.27,1.97,,,,,1.64,28.77,,,,,3.28,10.09,,,,2.11,5.66,,,,,23.46,0.5
1.27,1.97,,,,,1.64,28.77,,,,,3.27,10.08,,,,2.11,5.66,,,,,23.47,0.49
1.27,1.97,,,,,1.64,28.77,,,,,3.29,10.08,,,,2.11,5.66,,,,,23.47,0.49
1.27,1.97,,,,,1.64,28.77,,,,,3.28,10.08,,,,2.56,5.66,,,,,23.47,0.67
1.27,1.97,,,,,1.97,28.79,,,,,3.29,10.08,,,,3.8,5.67,,,,,23.47,1.43
1.27,1.97,,,,,3.02,28.81,,,,,3.3,10.08,,,,4.2,5.67,,,,,23.48,1.8
1.27,1.97,,,,,3.39,28.81,,,,,3.28,10.08,,,,4.19,5.67,,,,,23.48,1.81
1.27,1.98,,,,,3.39,28.81,,,,,3.29,10.08,,,,4.18,5.67,,,,,23.48,1.8
1.27,1.98,,,,,3.37,28.81,,,,,3.29,10.08,,,,4.16,5.67,,,,,23.48,1.79
1.27,1.98,,,,,3.36,28.81,,,,,3.27,10.08,,,,4.15,5.67,,,,,23.49,1.78
1.27,1.98,,,,,3.35,28.81,,,,,3.28,10.08,,,,4.14,5.68,,,,,23.49,1.77
1.27,1.98,,,,,3.35,28.81,,,,,3.28,10.08,,,,4.13,5.68,,,,,23.49,1.77
1.27,1.98,,,,,3.31,28.81,,,,,3.28,10.08,,,,4.11,5.68,,,,,23.49,1.77
1.27,1.98,,,,,2.95,28.81,,,,,3.29,10.08,,,,3.99,5.69,,,,,23.49,1.74
1.27,1.98,,,,,2.92,28.81,,,,,3.29,10.08,,,,3.82,5.69,,,,,23.49,1.66
1.28,1.98,,,,,2.94,28.81,,,,,3.28,10.08,,,,3.77,5.69,,,,,23.5,1.55
1.28,1.98,,,,,2.95,28.81,,,,,3.29,10.08,,,,3.78,5.69,,,,,23.5,1.49
1.28,1.98,,,,,2.95,28.81,,,,,3.31,10.08,,,,3.78,5.69,,,,,23.5,1.48
1.28,1.98,,,,,2.95,28.81,,,,,3.3,10.08,,,,3.79,5.69,,,,,23.5,1.49
1.28,1.98,,,,,2.95,28.81,,,,,3.28,10.08,,,,3.79,5.69,,,,,23.51,1.49
1.28,1.98,,,,,2.95,28.82,,,,,3.29,10.08,,,,3.8,5.69,,,,,23.51,1.49
1.28,1.98,,,,,2.95,28.84,,,,,3.29,10.08,,,,3.8,5.69,,,,,23.51,1.49
1.28,1.98,,,,,2.95,28.84,,,,,3.3,10.08,,,,3.8,5.69,,,,,23.51,1.49
1.28,1.98,,,,,2.95,28.84,,,,,3.31,10.08,,,,3.8,5.69,,,,,23.51,1.49
1.28,1.98,,,,,2.95,28.84,,,,,3.29,10.08,,,,3.8,5.7,,,,,23.51,1.49
1.28,1.98,,,,,2.95,28.84,,,,,3.31,10.08,,,,3.81,5.7,,,,,23.51,1.49
1.28,1.98,,,,,2.95,28.84,,,,,3.3,10.09,,,,3.81,5.7,,,,,23.51,1.49
1.28,1.98,,,,,2.95,28.83,,,,,3.29,10.09,,,,3.81,5.7,,,,,23.52,1.49
1.28,1.98,,,,,2.95,28.83,,,,,3.29,10.09,,,,3.81,5.7,,,,,23.52,1.49
1.28,1.98,,,,,2.95,28.83,,,,,3.3,10.09,,,,3.81,5.7,,,,,23.53,1.49
1.28,1.98,,,,,2.95,28.83,,,,,3.29,10.09,,,,3.81,5.7,,,,,23.55,1.49
1.28,1.98,,,,,2.95,28.83,,,,,3.3,10.09,,,,3.81,5.7,,,,,23.55,1.49
1.28,1.98,,,,,2.96,28.83,,,,,3.3,10.09,,,,3.81,5.7,,,,,23.55,1.49
1.28,1.98,,,,,2.96,28.84,,,,,3.31,10.09,,,,3.81,5.7,,,,,23.55,1.49
1.28,1.98,,,,,2.97,28.84,,,,,3.31,10.09,,,,3.81,5.7,,,,,23.56,1.49
1.28,1.98,,,,,2.97,28.84,,,,,3.29,10.09,,,,3.82,5.7,,,,,23.56,1.49
1.28,1.98,,,,,2.97,28.84,,,,,3.31,10.09,,,,3.82,5.7,,,,,23.56,1.49
1.28,1.98,,,,,2.97,28.83,,,,,3.33,10.09,,,,3.82,5.7,,,,,23.56,1.49
1.28,1.98,,,,,2.97,28.83,,,,,3.31,10.09,,,,3.82,5.7,,,,,23.56,1.49
1.28,1.98,,,,,2.97,28.83,,,,,3.29,10.09,,,,3.82,5.7,,,,,23.56,1.49
1.28,1.98,,,,,2.97,28.83,,,,,3.31,10.09,,,,3.82,5.71,,,,,23.56,1.48
1.28,1.98,,,,,2.97,28.83,,,,,3.31,10.09,,,,3.82,5.7,,,,,23.56,1.48
1.28,1.98,,,,,2.97,28.83,,,,,3.3,10.09,,,,3.82,5.7,,,,,23.57,1.48
1.28,1.98,,,,,2.97,28.83,,,,,3.31,10.09,,,,3.82,5.7,,,,,23.57,1.48
1.28,1.98,,,,,2.97,28.83,,,,,3.31,10.1,,,,3.82,5.71,,,,,23.57,1.48
1.28,1.98,,,,,2.97,28.83,,,,,3.3,10.2,,,,3.82,5.71,,,,,23.57,1.48
1.28,1.98,,,,,2.97,28.83,,,,,3.32,10.33,,,,3.82,5.71,,,,,23.57,1.48
1.28,1.98,,,,,2.97,28.84,,,,,3.3,10.33,,,,3.82,5.71,,,,,23.57,1.48
1.28,1.98,,,,,2.97,28.84,,,,,3.09,10.35,,,,3.82,5.71,,,,,23.57,1.48
1.28,2.02,,,,,2.97,28.84,,,,,1.92,11.09,,,,3.82,5.71,,,,,23.25,1.48
1.28,2.39,,,,,2.97,28.84,,,,,0.99,12.1,,,,3.82,5.71,,,,,16.84,1.48
1.28,2.79,,,,,2.97,28.84,,,,,0.78,12.18,,,,3.82,5.71,,,,,4.57,1.48
1.28,2.84,,,,,2.97,28.84,,,,,0.74,12.09,,,,3.82,5.71,,,,,0.98,1.48
1.28,2.84,,,,,2.97,28.84,,,,,0.72,12.06,,,,3.82,5.71,,,,,0.41,1.47
1.28,2.83,,,,,2.97,28.84,,,,,0.7,12.04,,,,3.82,5.71,,,,,0.28,1.47
1.28,2.83,,,,,2.97,28.84,,,,,0.68,12.01,,,,3.82,5.71,,,,,0.18,1.47
1.28,2.83,,,,,2.97,28.84,,,,,0.66,11.9,,,,3.82,5.71,,,,,0.1,1.47
1.28,2.71,,,,,2.97,28.84,,,,,0.65,11.77,,,,3.82,6.22,,,,,0.11,1.47
1.28,2.7,,,,,2.97,28.84,,,,,0.64,11.77,,,,3.82,9.57,,,,,0.18,1.47
1.28,2.7,,,,,2.97,28.84,,,,,0.62,11.8,,,,3.82,11.98,,,,,0.2,1.47
1.28,2.7,,,,,2.97,28.84,,,,,0.61,11.81,,,,3.82,12.09,,,,,0.23,1.47
1.28,2.7,,,,,2.97,28.84,,,,,0.6,11.81,,,,3.82,11.98,,,,,0.26,1.54
1.28,2.7,,,,,2.97,28.85,,,,,0.6,11.81,,,,3.82,11.93,,,,,0.28,2.65
1.28,2.7,,,,,2.97,28.85,,,,,0.59,11.81,,,,3.82,11.91,,,,,0.3,2.69
1.28,2.71,,,,,2.97,28.84,,,,,0.58,11.81,,,,3.82,11.91,,,,,0.32,2.68
1.28,2.71,,,,,2.97,28.85,,,,,0.58,11.87,,,,3.82,11.87,,,,,0.34,2.68
1.28,2.71,,,,,2.97,28.85,,,,,0.57,12,,,,3.82,11.52,,,,,0.36,2.67
1.28,2.71,,,,,2.97,28.85,,,,,0.57,12.01,,,,3.82,10.91,,,,,0.39,2.66
1.28,2.71,,,,,2.97,28.85,,,,,0.56,11.99,,,,3.82,10.69,,,,,0.4,2.66
1.28,2.71,,,,,2.97,29.09,,,,,0.55,11.97,,,,3.82,10.69,,,,,0.42,2.66
1.28,2.72,,,,,3.09,29.25,,,,,0.55,11.94,,,,3.82,10.69,,,,,0.43,2.58
1.28,2.72,,,,,3.9,29.24,,,,,0.55,11.93,,,,3.82,10.7,,,,,0.44,2.42
1.28,2.72,,,,,4.47,29.2,,,,,0.54,11.91,,,,3.82,10.7,,,,,0.45,2.42
1.28,2.72,,,,,4.5,29.16,,,,,0.54,11.9,,,,3.82,10.71,,,,,0.46,2.43
1.28,2.72,,,,,4.48,29.14,,,,,0.53,11.89,,,,3.83,10.71,,,,,0.47,2.44
1.28,2.72,,,,,4.47,29.13,,,,,0.53,11.88,,,,4.28,10.72,,,,,0.48,2.44
1.3,2.73,,,,,4.46,29.12,,,,,0.53,11.86,,,,5.58,10.72,,,,,0.5,2.44
1.42,2.73,,,,,4.46,29.09,,,,,0.52,11.85,,,,5.98,10.72,,,,,0.51,2.44
1.5,2.73,,,,,4.46,29.09,,,,,0.52,11.84,,,,5.96,10.72,,,,,0.52,2.44
1.5,2.73,,,,,4.45,29.08,,,,,0.51,11.83,,,,5.94,10.73,,,,,0.53,2.44
1.5,2.73,,,,,4.44,29.08,,,,,0.51,11.87,,,,5.92,10.75,,,,,0.54,2.44
1.5,2.73,,,,,4.35,29.08,,,,,0.51,11.96,,,,5.9,10.76,,,,,0.55,2.44
1.49,2.73,,,,,4.24,29.08,,,,,0.51,11.99,,,,5.74,10.77,,,,,0.55,2.44
1.47,2.73,,,,,4.25,29.08,,,,,0.5,11.97,,,,5.51,10.79,,,,,0.56,2.44
1.46,2.73,,,,,4.26,29.07,,,,,0.5,11.96,,,,5.46,10.79,,,,,0.57,2.44
1.46,2.73,,,,,4.27,29.07,,,,,0.5,11.95,,,,5.47,10.8,,,,,0.58,2.44
1.46,2.73,,,,,4.27,28.24,,,,,0.49,11.94,,,,5.47,10.8,,,,,0.59,2.44
1.46,2.73,,,,,4.27,18.11,,,,,0.49,11.91,,,,5.47,10.83,,,,,0.59,2.44
1.46,2.74,,,,,4.27,4.35,,,,,0.49,11.9,,,,5.49,10.84,,,,,0.6,2.44
1.46,2.74,,,,,4.27,1.48,,,,,0.49,11.88,,,,5.5,10.84,,,,,0.61,2.45
1.46,2.74,,,,,4.28,1.19,,,,,0.48,11.87,,,,5.5,10.84,,,,,0.61,2.44
1.46,2.74,,,,,4.28,1.03,,,,,0.48,11.86,,,,5.5,10.84,,,,,0.62,2.44
1.47,2.74,,,,,4.28,0.91,,,,,0.48,11.92,,,,5.51,10.84,,,,,0.62,2.44
1.47,2.74,,,,,4.28,0.82,,,,,0.48,12.03,,,,5.51,10.85,,,,,0.63,2.44
1.47,2.74,,,,,4.28,0.74,,,,,0.47,12.03,,,,5.51,10.85,,,,,0.64,2.44
1.47,2.74,,,,,4.28,0.63,,,,,0.47,12.02,,,,5.51,10.85,,,,,0.64,2.45
1.47,2.74,,,,,4.28,0.58,,,,,0.47,11.99,,,,5.51,10.85,,,,,0.65,2.45
1.47,2.74,,,,,4.28,0.54,,,,,0.47,11.97,,,,5.51,10.85,,,,,0.65,2.45
1.47,2.74,,,,,4.28,0.5,,,,,0.47,11.96,,,,5.51,10.85,,,,,0.66,2.45
1.47,2.74,,,,,4.28,0.47,,,,,0.46,11.95,,,,5.51,10.85,,,,,0.66,2.45
1.47,2.75,,,,,4.28,0.44,,,,,0.46,11.93,,,,5.51,10.85,,,,,0.67,2.45
1.47,2.75,,,,,4.28,0.41,,,,,0.46,11.92,,,,5.51,10.85,,,,,0.67,2.45
1.47,2.75,,,,,4.28,0.39,,,,,0.46,11.91,,,,5.51,10.85,,,,,0.68,2.45
1.47,2.75,,,,,4.28,0.34,,,,,0.45,11.9,,,,5.51,10.86,,,,,0.68,2.45
1.47,2.75,,,,,4.28,0.32,,,,,0.46,11.87,,,,5.51,10.86,,,,,0.69,2.45
1.47,2.75,,,,,4.29,0.31,,,,,0.45,11.86,,,,5.51,10.86,,,,,0.69,2.45
1.47,2.75,,,,,4.29,0.29,,,,,0.45,11.85,,,,5.52,10.86,,,,,0.7,2.45
1.47,2.75,,,,,4.29,0.27,,,,,0.45,11.9,,,,5.51,10.86,,,,,0.7,2.53
1.47,2.75,,,,,4.29,0.26,,,,,0.45,12,,,,5.52,10.86,,,,,0.7,3.11
1.47,2.75,,,,,4.29,0.24,,,,,0.45,12.01,,,,5.52,10.86,,,,,0.71,3.56
1.47,2.75,,,,,4.29,0.23,,,,,0.45,11.99,,,,5.52,10.86,,,,,0.71,3.59
1.47,2.75,,,,,4.29,0.21,,,,,0.45,11.98,,,,5.52,10.86,,,,,0.72,3.59
1.47,2.75,,,,,4.29,0.19,,,,,0.44,11.97,,,,5.52,10.86,,,,,0.72,3.58
1.47,2.75,,,,,4.29,0.18,,,,,0.44,11.94,,,,5.52,10.86,,,,,0.72,3.57
1.47,2.76,,,,,4.29,0.17,,,,,0.44,11.93,,,,5.52,10.86,,,,,0.73,3.56
1.47,2.76,,,,,4.29,0.16,,,,,0.44,11.92,,,,5.52,10.86,,,,,0.73,3.56
1.47,2.76,,,,,4.29,0.16,,,,,0.44,11.9,,,,5.52,10.87,,,,,0.73,3.56
1.47,2.76,,,,,4.29,0.15,,,,,0.44,11.89,,,,5.52,10.86,,,,,0.74,3.51
1.47,2.76,,,,,4.29,0.14,,,,,0.44,11.89,,,,5.53,10.86,,,,,0.74,3.42
1.47,2.76,,,,,4.29,0.13,,,,,0.44,11.98,,,,5.53,10.86,,,,,0.75,3.39
1.47,2.76,,,,,4.29,0.12,,,,,0.67,12.05,,,,5.53,10.86,,,,,0.75,3.4
1.47,2.76,,,,,4.3,0.11,,,,,0.97,12.04,,,,5.53,10.86,,,,,0.75,3.41
1.47,2.76,,,,,4.3,0.1,,,,,1.01,12.01,,,,5.53,10.87,,,,,0.75,3.41
1.47,2.76,,,,,4.3,0.1,,,,,1,11.99,,,,5.53,10.87,,,,,0.76,3.41
1.47,2.76,,,,,4.3,0.1,,,,,1,11.91,,,,5.53,10.87,,,,,0.76,3.42
1.47,2.76,,,,,4.3,0.1,,,,,0.99,9.56,,,,5.54,10.87,,,,,0.76,3.42
1.47,2.76,,,,,4.3,0.1,,,,,0.98,3.29,,,,5.54,10.87,,,,,0.76,3.42
1.47,2.76,,,,,4.3,0.11,,,,,0.97,0.84,,,,5.54,10.87,,,,,0.77,3.43
1.48,2.76,,,,,4.3,0.11,,,,,0.96,0.61,,,,5.54,10.87,,,,,0.77,3.43
1.48,2.76,,,,,4.3,0.11,,,,,0.95,0.52,,,,5.54,10.87,,,,,0.77,3.43
1.48,2.76,,,,,4.3,0.11,,,,,0.95,0.42,,,,5.54,10.87,,,,,0.78,3.43
1.48,2.76,,,,,4.3,0.11,,,,,0.94,0.38,,,,5.54,11.57,,,,,0.78,3.43
1.48,2.76,,,,,4.3,0.12,,,,,0.93,0.35,,,,5.54,15.34,,,,,0.78,3.43
1.48,2.76,,,,,4.3,0.12,,,,,0.92,0.33,,,,5.54,17.48,,,,,0.78,3.43
1.48,2.76,,,,,4.3,0.12,,,,,0.91,0.3,,,,5.54,17.5,,,,,0.79,3.43
1.48,2.76,,,,,4.3,0.12,,,,,0.89,0.29,,,,5.54,17.42,,,,,0.79,3.43
1.48,2.76,,,,,4.3,0.13,,,,,0.88,0.27,,,,5.54,17.35,,,,,0.79,3.43
1.48,2.77,,,,,4.3,0.13,,,,,0.88,0.25,,,,5.63,17.32,,,,,0.79,3.43
1.48,2.77,,,,,4.3,0.13,,,,,0.88,0.24,,,,6.55,17.24,,,,,0.8,3.44
1.48,2.77,,,,,4.3,0.13,,,,,0.88,0.22,,,,7.43,15.89,,,,,0.8,3.44
1.48,2.77,,,,,4.3,0.14,,,,,0.88,0.21,,,,7.49,15.75,,,,,0.8,3.44
1.48,2.77,,,,,4.3,0.14,,,,,0.89,0.2,,,,7.47,15.81,,,,,0.8,3.44
1.48,2.77,,,,,4.3,0.14,,,,,0.89,0.19,,,,7.44,15.88,,,,,0.8,3.44
1.48,2.77,,,,,4.3,0.14,,,,,0.89,0.18,,,,7.44,15.89,,,,,0.81,3.45
1.48,2.77,,,,,4.3,0.14,,,,,0.89,0.17,,,,7.38,15.89,,,,,0.81,3.45
1.48,2.77,,,,,4.3,0.15,,,,,0.89,0.16,,,,7.18,15.9,,,,,0.81,3.45
1.48,2.77,,,,,4.3,0.15,,,,,0.89,0.16,,,,7.06,15.9,,,,,0.81,3.45
1.48,2.77,,,,,4.3,0.15,,,,,0.89,0.15,,,,7.07,15.9,,,,,0.82,3.45
1.48,2.77,,,,,4.3,0.15,,,,,0.89,0.14,,,,7.09,15.91,,,,,0.82,3.45
1.48,2.77,,,,,4.3,0.15,,,,,0.89,0.13,,,,7.11,15.91,,,,,0.82,3.45
1.48,2.77,,,,,4.3,0.16,,,,,0.89,0.12,,,,7.13,15.91,,,,,0.82,3.45
1.48,2.77,,,,,4.3,0.16,,,,,0.89,0.12,,,,7.13,15.91,,,,,0.82,3.45
1.48,2.77,,,,,4.3,0.16,,,,,0.89,0.11,,,,7.13,15.91,,,,,0.82,3.45
1.48,2.77,,,,,4.3,0.16,,,,,0.89,0.11,,,,7.13,15.91,,,,,0.83,3.45
1.48,2.77,,,,,4.3,0.17,,,,,0.89,0.1,,,,7.14,15.91,,,,,0.83,3.45
1.48,2.77,,,,,4.3,,,,,,0.89,0.1,,,,7.14,15.92,,,,,,3.45
1.48,2.77,,,,,4.3,,,,,,0.89,1.38,,,,7.14,15.96,,,,,,3.45
1.48,2.77,,,,,4.3,,,,,,0.89,1.97,,,,7.14,15.96,,,,,,3.45
1.48,2.77,,,,,4.3,,,,,,0.89,2,,,,7.14,15.96,,,,,,3.45
1.48,2.77,,,,,4.3,,,,,,0.89,1.99,,,,7.15,15.96,,,,,,3.45
1.48,2.77,,,,,4.3,,,,,,0.89,1.97,,,,7.15,15.96,,,,,,3.45
1.48,2.78,,,,,4.3,,,,,,0.89,1.95,,,,7.15,15.96,,,,,,3.45
1.48,2.78,,,,,4.3,,,,,,0.89,1.94,,,,7.15,15.96,,,,,,3.45
1.48,3.02,,,,,4.3,,,,,,0.89,1.93,,,,7.15,15.96,,,,,,3.45
1.48,3.55,,,,,4.3,,,,,,0.89,1.92,,,,7.15,15.97,,,,,,3.45
1.48,3.7,,,,,4.3,,,,,,0.89,1.91,,,,7.15,15.97,,,,,,3.45
1.48,3.7,,,,,4.3,,,,,,0.89,1.87,,,,7.15,15.97,,,,,,4.26
1.48,3.7,,,,,4.3,,,,,,0.89,1.75,,,,7.15,15.97,,,,,,4.62
1.48,3.7,,,,,4.3,,,,,,0.89,1.61,,,,7.16,15.97,,,,,,4.62
1.48,3.67,,,,,5.17,,,,,,0.89,1.54,,,,7.16,15.97,,,,,,4.61
1.48,3.52,,,,,5.88,,,,,,0.89,1.53,,,,7.16,15.97,,,,,,4.6
1.49,3.52,,,,,5.92,,,,,,0.89,1.53,,,,7.16,15.97,,,,,,4.6
1.49,3.53,,,,,5.91,,,,,,0.89,1.54,,,,7.16,15.97,,,,,,4.59
1.49,3.53,,,,,5.89,,,,,,0.89,1.55,,,,7.16,15.97,,,,,,4.51
1.49,3.53,,,,,5.88,,,,,,0.89,1.55,,,,7.17,15.97,,,,,,4.4
1.49,3.54,,,,,5.88,,,,,,0.89,1.55,,,,7.17,15.97,,,,,,4.39
1.49,3.54,,,,,5.81,,,,,,0.89,1.56,,,,7.18,15.97,,,,,,4.4
1.49,3.54,,,,,5.64,,,,,,0.89,1.55,,,,7.18,15.97,,,,,,4.4
1.49,3.55,,,,,5.59,,,,,,0.89,1.55,,,,7.18,15.97,,,,,,4.4
1.49,3.55,,,,,5.6,,,,,,0.89,1.55,,,,7.18,15.97,,,,,,4.41
1.49,3.55,,,,,5.61,,,,,,0.89,1.55,,,,7.18,15.97,,,,,,4.41
1.49,3.55,,,,,5.61,,,,,,0.89,1.54,,,,7.18,15.97,,,,,,4.41
1.49,3.55,,,,,5.61,,,,,,0.89,1.54,,,,7.18,15.97,,,,,,4.41
1.49,3.56,,,,,5.61,,,,,,0.89,1.57,,,,7.18,15.97,,,,,,4.41
1.49,3.56,,,,,5.61,,,,,,0.89,1.66,,,,7.18,15.98,,,,,,4.41
1.49,3.56,,,,,5.62,,,,,,0.89,1.69,,,,7.18,15.97,,,,,,4.42
1.49,3.56,,,,,5.63,,,,,,0.89,1.69,,,,7.18,15.97,,,,,,4.42
1.49,3.56,,,,,5.63,,,,,,0.89,1.68,,,,7.18,15.97,,,,,,4.42
0.95,3.56,,,,,5.63,,,,,,0.89,1.68,,,,7.18,15.97,,,,,,4.42
0.37,3.56,,,,,5.63,,,,,,0.89,1.67,,,,7.18,15.97,,,,,,4.42
0.25,3.57,,,,,5.63,,,,,,0.89,1.67,,,,7.19,15.97,,,,,,4.43
0.22,3.57,,,,,5.63,,,,,,0.89,1.66,,,,7.19,15.97,,,,,,4.43
0.2,3.57,,,,,5.63,,,,,,0.89,1.65,,,,7.19,15.97,,,,,,4.43
0.19,3.57,,,,,5.63,,,,,,0.89,1.65,,,,7.19,15.98,,,,,,4.43
0.18,3.57,,,,,5.64,,,,,,0.89,1.64,,,,7.19,15.98,,,,,,4.43
0.18,3.57,,,,,5.64,,,,,,0.89,1.64,,,,7.19,15.97,,,,,,4.43
0.17,3.57,,,,,5.64,,,,,,0.89,1.63,,,,7.19,15.97,,,,,,4.43
0.16,3.57,,,,,5.65,,,,,,1.06,1.63,,,,7.24,15.97,,,,,,4.43
0.16,3.57,,,,,5.65,,,,,,,1.62,,,,8.01,15.97,,,,,,4.43
0.15,3.57,,,,,5.65,,,,,,1.37,1.62,,,,8.99,15.97,,,,,,4.43
0.15,3.58,,,,,5.65,,,,,,1.36,1.61,,,,9.09,15.98,,,,,,4.44
0.15,3.58,,,,,5.65,,,,,,1.35,1.6,,,,9.07,15.98,,,,,,4.44
0.15,3.58,,,,,5.65,,,,,,1.34,1.6,,,,9.04,15.98,,,,,,4.44
0.14,3.58,,,,,5.65,,,,,,1.33,1.59,,,,8.96,15.97,,,,,,4.45
0.14,3.58,,,,,5.65,,,,,,1.32,1.58,,,,8.7,15.97,,,,,,4.45
0.14,3.58,,,,,5.66,,,,,,1.32,1.58,,,,8.6,15.97,,,,,,4.45
0.13,3.58,,,,,5.66,,,,,,1.3,1.57,,,,8.63,15.98,,,,,,4.45
0.13,3.58,,,,,5.66,,,,,,1.29,1.57,,,,8.66,16,,,,,,4.45
0.13,3.58,,,,,5.66,,,,,,1.26,1.56,,,,8.67,16.02,,,,,,4.45
0.13,3.58,,,,,5.66,,,,,,1.26,1.55,,,,8.67,16.02,,,,,,4.45
0.13,3.58,,,,,5.66,,,,,,1.26,1.55,,,,8.67,16.02,,,,,,4.45
0.13,3.58,,,,,5.66,,,,,,1.26,1.54,,,,8.68,16.02,,,,,,4.45
0.13,3.58,,,,,5.66,,,,,,1.29,1.54,,,,8.68,16.04,,,,,,4.45
0.12,3.59,,,,,5.66,,,,,,1.31,1.54,,,,8.68,16.05,,,,,,4.45
0.12,3.59,,,,,5.66,,,,,,1.3,1.53,,,,8.69,16.05,,,,,,4.45
0.12,3.59,,,,,5.66,,,,,,1.29,1.55,,,,8.69,16.05,,,,,,4.45
0.12,3.59,,,,,5.66,,,,,,1.28,1.62,,,,8.69,16.05,,,,,,4.45
0.12,3.59,,,,,5.66,,,,,,1.29,1.66,,,,8.69,20.34,,,,,,4.45
0.12,3.59,,,,,5.66,,,,,,1.31,1.65,,,,8.7,22.45,,,,,,4.45
0.12,3.59,,,,,5.66,,,,,,1.31,1.65,,,,8.71,22.46,,,,,,4.45
0.12,3.59,,,,,5.66,,,,,,1.3,1.64,,,,8.71,22.37,,,,,,4.45
0.11,3.59,,,,,5.67,,,,,,1.29,1.64,,,,8.72,22.3,,,,,,4.45
0.11,3.59,,,,,5.67,,,,,,1.28,1.63,,,,8.73,22.26,,,,,,4.45
0.11,3.59,,,,,5.67,,,,,,1.28,1.63,,,,8.73,21.82,,,,,,4.46
0.11,3.59,,,,,5.67,,,,,,1.29,1.62,,,,8.73,20.96,,,,,,4.46
0.11,3.59,,,,,5.67,,,,,,1.31,1.62,,,,8.73,20.81,,,,,,4.46
0.11,3.6,,,,,5.67,,,,,,1.3,1.61,,,,8.74,20.88,,,,,,4.46
0.11,3.6,,,,,5.67,,,,,,1.29,1.6,,,,8.74,20.9,,,,,,4.46
0.11,3.6,,,,,5.67,,,,,,1.28,1.6,,,,8.74,20.93,,,,,,4.46
0.11,3.6,,,,,5.67,,,,,,1.28,1.59,,,,8.74,20.94,,,,,,4.46
0.11,3.6,,,,,5.67,,,,,,1.32,1.59,,,,8.74,20.95,,,,,,4.46
0.11,3.6,,,,,5.67,,,,,,1.33,1.58,,,,8.74,20.95,,,,,,4.47
0.11,3.6,,,,,5.67,,,,,,1.32,1.58,,,,8.74,20.95,,,,,,4.72
0.11,3.6,,,,,5.68,,,,,,1.31,1.57,,,,8.75,20.96,,,,,,5.35
0.11,3.6,,,,,5.67,,,,,,1.29,1.56,,,,8.75,20.96,,,,,,5.52
0.1,3.6,,,,,5.67,,,,,,1.29,1.56,,,,8.75,20.96,,,,,,5.52
0.1,3.6,,,,,5.67,,,,,,1.28,1.55,,,,8.75,20.96,,,,,,5.5
0.1,3.6,,,,,5.68,,,,,,1.28,1.83,,,,8.75,20.96,,,,,,5.5
0.1,3.6,,,,,5.68,,,,,,1.3,3.02,,,,8.75,20.97,,,,,,5.48
0.1,3.61,,,,,5.68,,,,,,1.32,3.56,,,,8.75,20.97,,,,,,5.36
0.1,3.61,,,,,5.68,,,,,,1.31,3.56,,,,8.75,20.97,,,,,,5.3
0.1,3.61,,,,,5.68,,,,,,1.3,3.54,,,,8.75,20.97,,,,,,5.31
0.1,3.61,,,,,5.68,,,,,,1.3,3.52,,,,8.76,20.97,,,,,,5.32
0.1,3.61,,,,,5.68,,,,,,1.28,3.49,,,,8.76,20.98,,,,,,5.32
0.1,3.61,,,,,5.68,,,,,,1.3,3.48,,,,8.76,21,,,,,,5.33
0.1,3.61,,,,,5.68,,,,,,1.33,3.45,,,,8.77,21.02,,,,,,5.33
0.1,3.61,,,,,5.68,,,,,,1.32,3.31,,,,8.77,21.02,,,,,,5.34
0.1,3.61,,,,,5.68,,,,,,1.32,3.12,,,,8.77,21.02,,,,,,5.34
0.1,3.61,,,,,5.68,,,,,,1.31,3.07,,,,8.77,21.02,,,,,,5.34
0.1,3.61,,,,,5.68,,,,,,1.3,3.09,,,,8.77,21.02,,,,,,5.35
0.1,3.61,,,,,5.68,,,,,,1.29,3.1,,,,8.77,21.02,,,,,,5.35
0.1,3.61,,,,,5.68,,,,,,1.28,3.1,,,,8.77,21.02,,,,,,5.35
0.1,3.61,,,,,5.68,,,,,,1.3,3.1,,,,8.78,21.02,,,,,,5.35
0.1,3.61,,,,,5.68,,,,,,1.3,3.1,,,,8.78,21.02,,,,,,5.36
0.1,3.61,,,,,5.68,,,,,,1.29,3.1,,,,8.83,21.02,,,,,,5.36
0.1,3.61,,,,,5.68,,,,,,1.28,3.1,,,,9.6,21.02,,,,,,5.36
0.1,3.61,,,,,5.68,,,,,,1.29,3.1,,,,10.6,21.02,,,,,,5.36
0.1,3.61,,,,,5.68,,,,,,1.33,3.11,,,,10.7,21.02,,,,,,5.36
0.1,3.62,,,,,5.68,,,,,,1.33,3.23,,,,10.68,21.02,,,,,,5.36
0.1,3.62,,,,,5.68,,,,,,1.32,3.39,,,,10.66,21.02,,,,,,5.36
0.1,3.62,,,,,5.68,,,,,,1.31,3.39,,,,10.6,21.02,,,,,,5.36
,3.62,,,,,5.68,,,,,,1.3,3.37,,,,10.31,21.02,,,,,,5.37
