Weight_1818up,Weight_1818dp,Weight_1818dn,Weight_1818un,Weight_1818un.2,Weight_1818un.3,Weight_1830up,Weight_1830dp,Weight_1830dp.3,Weight_1830dn,Weight_1830dn.3,Weight_1830un,Weight_1821up,Weight_1821dp,Weight_1821dn,Weight_1821un,Weight_1821un.3,Weight_1833up,Weight_1833dp,Weight_1833un,Weight_1833dn,Weight_1827un,Weight_1827dn,Weight_1827dp,Weight_1827up
0.25,0.53,1.07,,4.32,,8.37,25.12,0.36,2.18,,1.88,2.72,8.36,2.75,1.07,,11.99,31.24,12.93,7.17,4.74,4.66,2.49,5.95
0.25,0.42,1.07,,4.32,,8.37,25.2,0.35,2.18,,1.85,2.73,8.35,2.75,1.07,,12,31.24,13.02,7.18,4.61,4.66,2.49,6.04
0.25,0.38,1.07,,4.32,,8.37,25.27,0.35,2.18,,1.59,2.72,8.34,2.75,1.03,,12,31.24,13.19,7.18,4.42,4.66,2.49,6.03
0.25,0.35,1.07,,4.32,,8.37,25.31,0.34,2.18,,1.28,2.74,8.33,2.75,1.01,,12,31.24,13.26,7.18,4.42,4.66,2.49,6.02
0.25,0.32,1.07,,4.32,,8.37,25.34,0.33,2.18,,1.24,2.75,8.32,2.75,0.99,,12,31.24,13.24,7.18,4.45,4.67,2.49,6.01
0.25,0.3,1.07,,4.32,,8.37,25.37,0.33,2.18,,1.28,2.73,8.3,2.8,1.05,,12,31.23,13.22,7.18,4.46,4.67,2.49,5.91
0.25,0.28,1.07,,4.32,,8.37,25.38,0.32,2.18,,1.33,2.72,8.29,2.79,1.09,,12.01,31.23,13.18,7.18,4.5,4.67,2.49,5.77
0.25,0.26,1.07,,4.32,,8.37,25.38,0.32,2.18,,1.38,2.75,8.28,2.78,1.07,,12.01,31.23,13.14,7.18,4.6,4.67,2.49,5.79
0.25,0.24,1.07,,4.32,,8.37,25.39,0.31,2.18,,1.46,2.75,8.27,2.77,1.04,,12.01,31.24,13.15,7.18,4.68,4.67,2.49,5.8
0.25,0.23,1.07,,4.32,,8.37,25.4,0.31,2.19,,1.5,2.72,8.27,2.77,1.02,,12.01,31.25,13.16,7.18,4.66,4.67,2.49,5.81
0.25,0.2,1.07,,4.32,,8.37,25.4,0.3,2.18,,1.48,2.74,8.28,2.77,1.01,,12.02,31.25,13.16,7.18,4.65,4.68,2.49,5.81
0.25,0.19,1.07,,4.32,,8.37,25.4,0.3,2.18,,1.46,2.74,8.28,2.76,1.04,,12.03,31.24,13.18,7.18,4.63,4.68,2.49,5.81
0.25,0.18,1.07,,4.32,,8.38,25.4,0.29,2.18,,1.45,2.73,8.27,2.76,1.1,,12.03,31.24,13.19,7.18,4.55,4.68,2.49,5.82
0.25,0.17,1.07,,4.33,,8.38,25.4,0.29,2.18,,1.44,2.76,8.28,2.81,1.06,,12.04,31.24,13.22,7.18,4.55,4.68,2.49,5.82
0.25,0.16,1.07,,4.33,,8.38,25.4,0.28,2.18,,1.45,2.75,8.3,2.8,1.04,,12.04,31.24,13.23,7.18,4.57,4.68,2.49,5.82
0.25,0.15,1.07,,4.33,,8.38,25.4,0.28,2.18,,1.45,2.74,8.29,2.79,1.02,,12.04,31.24,13.24,7.18,4.58,4.68,2.49,5.83
0.46,0.14,1.07,,4.33,,8.38,25.4,0.27,2.18,,1.45,2.73,8.31,2.78,1.03,,12.04,31.24,13.25,7.19,4.59,4.68,2.49,5.84
0.51,0.13,1.07,,4.33,,8.38,25.4,0.27,2.18,,1.46,2.74,8.43,2.78,1.09,,12.04,31.24,13.26,7.19,4.6,4.68,2.49,5.84
0.5,0.12,1.07,,4.33,,8.38,25.4,0.27,2.22,,1.46,2.75,8.48,2.77,1.1,,12.04,31.24,13.27,7.19,4.61,4.68,2.87,5.84
0.5,0.11,1.07,,4.33,,8.38,25.4,0.26,2.75,,1.46,2.75,8.47,2.77,1.07,,12.05,31.24,13.27,7.19,4.61,4.68,5.25,5.84
0.5,0.1,1.07,,4.33,,8.38,25.4,0.26,3.81,,1.47,2.74,8.45,2.77,1.05,,12.05,31.25,13.28,7.19,4.61,4.68,6.81,5.85
0.5,0.1,1.07,,4.33,,8.38,25.39,0.25,4.26,,1.47,2.73,8.44,2.78,1.04,,12.06,31.44,13.29,7.19,4.62,4.69,6.89,5.85
0.5,0.3,1.07,,4.33,,8.38,25.39,0.25,4.28,,1.47,2.74,8.4,2.81,1.1,,12.06,31.74,13.29,7.19,4.62,4.69,6.86,5.86
0.49,0.67,1.07,,3.93,,8.38,25.39,0.25,4.18,,1.48,2.75,8.39,2.8,1.12,,12.06,31.74,13.3,7.2,4.62,4.69,6.83,5.86
0.47,0.73,1.07,,0.24,,8.38,25.39,0.24,4,,1.48,2.74,8.38,2.79,1.09,,12.07,31.7,13.3,7.2,4.62,4.69,6.81,5.87
0.44,0.73,1.07,,0.12,,8.38,25.39,0.24,3.96,,1.48,2.75,8.37,2.79,1.06,,12.07,31.65,13.31,7.2,4.62,4.69,6.81,5.87
0.44,0.73,1.07,,0.15,,8.38,25.39,0.24,4.01,,1.48,2.77,8.36,2.78,1.04,,12.07,31.62,13.31,7.21,4.63,4.69,6.74,5.87
0.44,0.73,1.07,,0.16,,8.38,25.38,0.23,4.02,,1.49,2.75,8.35,2.78,1.03,,12.07,31.61,13.32,7.21,4.63,4.69,5.81,5.87
0.44,0.73,1.07,,0.17,,8.39,25.38,0.23,4.05,,1.49,2.74,8.34,2.77,1.08,,12.07,31.6,13.32,7.21,4.63,4.69,5.71,5.87
0.44,0.73,1.07,,0.18,,8.39,25.38,0.23,4.11,,1.49,2.76,8.33,2.78,1.13,,12.07,31.59,13.33,7.21,4.63,4.69,5.73,5.88
0.44,0.73,1.07,,0.19,,8.39,25.37,0.22,4.13,,1.49,2.76,8.32,2.81,1.07,,12.07,31.58,9.73,7.21,4.63,4.69,5.75,5.88
0.44,0.73,1.07,,0.2,,8.39,25.37,0.22,4.12,,1.49,2.75,8.3,2.81,1.05,,12.08,31.57,13.34,7.31,4.63,4.69,5.76,5.88
0.44,0.71,1.07,,0.21,,8.39,25.36,0.22,4.11,,1.5,2.75,8.3,2.8,1.04,,12.08,31.56,13.34,7.74,4.63,4.7,5.76,5.88
0.44,0.6,1.09,,0.21,,8.39,25.36,0.21,4.1,,1.5,2.77,8.3,2.79,1.08,,12.08,31.56,13.35,8.53,4.64,4.83,5.77,5.89
0.44,0.58,1.19,,0.21,,8.39,25.36,0.21,4.11,,1.5,2.76,8.31,2.79,1.13,,12.08,31.56,13.35,8.57,4.64,5.18,5.79,5.89
0.45,0.57,1.37,,0.22,,8.39,25.36,0.21,4.11,,1.5,2.76,8.33,2.78,1.11,,12.08,31.56,13.35,8.55,4.64,5.59,5.8,5.89
0.45,0.58,1.45,,0.22,,8.39,25.36,0.21,4.11,,1.51,2.78,8.33,2.78,1.08,,12.08,31.55,13.36,8.49,4.64,5.59,5.8,5.89
0.45,0.58,1.45,,0.22,,8.39,25.36,0.2,4.11,,1.51,2.76,8.32,2.78,1.06,,12.09,31.55,13.36,8.48,4.64,5.55,5.8,5.89
0.45,0.58,1.44,,0.23,,8.41,25.36,0.2,4.11,,1.51,2.75,8.32,2.81,1.05,,12.09,31.55,13.36,8.49,4.65,5.51,5.8,5.9
0.45,0.58,1.41,,0.23,,8.96,25.36,0.19,4.11,,1.51,2.75,8.32,2.81,1.14,,12.09,31.55,13.37,8.5,4.65,5.51,5.81,5.9
0.45,0.58,1.4,,0.23,,9.88,25.36,0.19,4.12,,1.51,2.76,8.31,2.8,1.12,,12.09,31.54,13.4,8.52,4.66,5.52,5.81,5.91
0.45,0.58,1.41,,0.23,,10.01,25.36,0.19,4.12,,1.51,2.76,8.41,2.79,1.09,,12.09,31.54,13.41,8.53,4.66,5.53,5.81,5.91
0.45,0.58,1.42,,0.23,,9.98,25.36,0.19,4.12,,1.51,2.76,8.53,2.79,1.07,,12.1,31.54,13.43,8.55,4.67,5.54,5.81,5.91
0.45,0.58,1.42,,0.23,,9.94,25.66,0.19,4.12,,1.51,2.77,8.53,2.78,1.05,,12.14,31.54,13.44,8.58,4.67,5.56,5.81,5.91
0.45,0.58,1.43,,0.23,,9.79,28.14,0.18,4.12,,1.51,2.75,8.51,2.78,1.07,,12.2,31.53,13.44,8.62,4.67,5.57,5.82,5.92
0.45,0.58,1.44,,0.23,,9.66,30.06,0.18,4.12,,1.51,2.76,8.48,2.79,1.13,,12.23,31.53,13.44,8.64,4.67,5.59,5.82,5.92
0.45,0.58,1.44,,0.23,,9.66,30.04,0.18,4.12,,1.52,2.78,8.46,2.82,1.13,,12.24,31.53,13.44,8.64,4.67,5.61,5.82,5.92
0.45,0.58,1.44,,0.23,,9.67,29.93,0.17,4.12,,1.52,2.76,8.44,2.82,1.08,,12.24,31.53,13.44,8.64,4.67,5.62,5.82,5.92
0.45,0.58,1.44,,0.23,,9.67,29.73,0.17,4.12,,1.52,2.75,8.42,2.8,1.06,,12.23,31.52,13.44,8.64,4.67,5.61,5.84,5.92
0.45,0.58,1.44,,0.23,,9.67,29.2,0.17,4.12,,1.52,2.78,8.41,2.8,1.06,,12.23,31.52,13.44,8.64,4.67,5.61,5.85,5.92
0.45,0.58,1.44,,0.23,,9.68,28.85,0.17,4.12,,1.52,2.78,8.4,2.79,1.13,,12.23,31.52,13.44,8.64,4.67,5.61,5.86,5.93
0.45,0.58,1.44,,0.22,,9.68,28.89,0.17,4.12,,1.52,2.77,8.39,2.79,1.15,,12.23,31.52,13.45,8.65,4.67,5.61,5.86,5.93
0.45,0.58,1.44,,0.22,,9.69,28.93,0.16,4.13,,1.53,2.76,8.38,2.79,1.11,,12.23,31.51,13.45,8.65,4.68,5.61,5.86,5.93
0.45,0.58,1.44,,0.22,,9.69,28.95,0.16,4.13,,1.53,2.77,8.37,2.82,1.09,,12.23,31.51,13.45,8.65,4.68,5.61,5.86,5.93
0.45,0.58,1.44,,0.22,,9.7,28.99,0.16,4.13,,1.53,2.77,8.35,2.83,1.07,,12.24,31.51,13.45,8.65,4.68,5.61,5.86,5.93
0.45,0.58,1.44,,0.22,,9.7,29,0.16,4.13,,1.53,2.77,8.34,2.82,1.06,,12.23,31.51,13.45,8.66,4.68,5.61,5.86,5.94
0.45,0.58,1.44,,0.22,,9.71,29,0.15,4.13,,1.53,2.76,8.33,2.81,1.19,,12.23,31.51,13.45,8.66,4.68,5.62,5.86,5.94
0.45,0.58,1.44,,0.22,,9.71,29.04,0.15,4.13,,1.53,2.76,8.33,2.8,1.51,,12.24,31.5,13.46,8.66,4.68,5.62,5.87,5.94
0.45,0.58,1.44,,0.21,,9.71,29.05,0.15,4.13,,1.53,2.76,8.32,2.79,2.1,,12.24,31.5,13.46,8.66,4.68,5.62,5.87,5.94
0.45,0.57,1.44,,0.21,,9.72,29.05,0.15,4.13,,1.53,2.78,8.32,2.79,2.36,,12.24,31.5,13.46,8.67,4.68,5.62,5.87,5.94
0.45,0.57,1.45,,0.21,,9.72,29.05,0.15,4.13,,1.53,2.79,8.31,2.92,2.35,,12.24,31.49,13.46,8.67,4.68,5.62,5.87,5.95
0.45,0.57,1.45,,0.21,,9.73,29.05,,4.13,,1.54,2.76,8.31,3.27,2.31,,12.24,31.49,13.46,8.67,4.68,5.62,5.87,5.95
0.45,0.57,1.45,,0.21,,9.73,29.05,,4.13,,1.54,2.77,8.41,3.54,2.27,,12.24,31.49,13.46,8.67,4.68,5.62,5.87,5.95
0.45,0.58,1.45,,0.21,,9.73,29.06,,4.13,,1.54,2.79,8.54,3.58,2.23,,12.24,31.49,13.46,8.67,4.68,5.62,5.87,5.96
0.45,0.58,1.45,,0.21,,9.74,29.06,,4.13,,1.54,2.78,8.55,3.57,2.21,,12.24,31.49,13.46,8.67,4.68,5.62,5.87,5.96
0.45,0.58,1.45,,0.21,,9.74,29.06,,4.13,,1.54,2.76,8.53,3.55,2.17,,12.24,31.49,13.46,8.67,4.68,5.62,5.87,5.96
0.45,0.58,1.45,,0.2,,9.74,29.07,,4.13,,1.54,2.76,8.48,3.55,2.22,,12.24,31.48,13.47,8.68,4.68,5.63,5.87,5.96
0.45,0.58,1.45,,0.2,,9.74,29.09,,4.13,,1.54,2.78,8.47,3.54,2.36,,12.24,31.48,13.47,8.68,4.68,5.63,5.88,5.96
0.45,0.58,1.45,,0.2,,9.74,29.1,,4.13,,1.56,2.77,8.45,3.54,2.39,,12.24,31.48,13.47,8.68,4.68,5.63,5.88,5.96
0.45,0.58,1.45,,0.2,,9.74,29.1,,4.29,,1.93,2.77,8.44,3.53,2.34,,12.24,31.47,13.65,8.68,4.68,5.63,5.88,5.96
0.45,0.58,1.45,,0.2,,9.74,29.1,,4.97,,3.36,2.77,8.43,3.53,2.31,,12.24,31.65,14.39,8.68,4.68,5.63,5.88,5.97
0.45,0.58,1.45,,0.2,,9.75,29.1,,5.75,,4.66,2.78,8.42,3.53,2.28,,12.25,34.09,15.39,8.68,4.68,5.63,5.88,5.97
0.45,0.58,1.45,,0.2,,9.75,29.12,,5.98,,4.86,2.97,8.41,3.53,2.26,,12.25,37.02,16.18,8.69,4.68,5.63,5.88,5.97
0.45,0.58,1.45,,0.2,,9.75,29.13,,5.98,,4.74,3.19,8.4,3.54,2.41,,12.25,37.2,16.62,8.69,4.68,5.63,5.88,5.97
0.45,0.57,1.45,,0.19,,9.75,29.13,,5.91,,4.37,3.2,8.38,3.59,2.38,,12.25,37.05,16.7,8.69,4.68,5.63,5.88,5.97
0.45,0.57,1.45,,0.19,,9.75,29.13,,5.79,,4.22,3.17,8.37,3.58,2.34,,12.25,36.89,16.82,8.69,4.68,5.63,5.88,5.97
0.45,0.57,1.45,,0.19,,9.75,29.13,,5.76,,4.27,3.15,8.35,3.57,2.3,,12.25,36.82,16.85,8.69,4.68,5.63,6.26,5.97
0.66,0.57,1.45,,0.19,,9.75,29.13,,5.78,,4.3,3.13,8.34,3.57,2.3,,12.25,36.39,16.87,8.69,4.68,5.63,8.53,5.98
0.69,0.57,1.45,,0.19,,9.75,29.13,,5.82,,4.38,3.11,8.34,3.56,2.37,,12.25,35.97,16.89,8.69,4.68,5.63,10,5.98
0.69,0.57,1.45,,0.19,,9.75,29.13,,5.85,,4.52,3.12,8.34,3.56,2.42,,12.25,35.95,16.91,8.69,4.68,5.63,10.02,5.98
0.69,0.57,1.45,,0.18,,9.75,29.13,,5.91,,4.56,3.15,8.34,3.56,2.38,,12.04,35.96,16.92,8.7,4.68,5.63,9.99,5.98
0.69,0.57,1.45,,0.18,,9.76,29.13,,5.96,,4.53,3.14,8.33,3.55,2.34,,8.64,35.97,16.93,8.7,4.68,5.63,9.97,5.98
0.69,0.57,1.45,,0.18,,9.77,29.13,,5.95,,4.51,3.14,8.32,3.56,2.32,,2.86,35.98,16.94,8.7,4.68,5.63,9.97,5.98
0.69,0.57,1.45,,0.18,,9.77,29.13,,5.94,,4.5,3.15,8.39,3.6,2.41,,1.25,36.01,16.96,8.7,4.68,5.65,9.89,5.98
0.66,0.57,1.46,,0.18,,9.77,29.13,,5.94,,4.47,3.16,8.43,3.59,2.43,,1.12,36.01,16.97,8.7,4.68,5.71,9.5,5.99
0.64,0.57,1.46,,0.18,,9.77,29.13,,5.94,,4.45,3.16,8.43,3.58,2.39,,1.06,36.01,16.98,8.7,4.69,5.89,9.19,5.99
0.64,0.57,1.46,,0.18,,9.77,29.13,,5.93,,4.45,3.15,8.42,3.58,2.35,,0.98,36,16.98,8.7,4.91,6.12,9.17,5.99
0.64,0.57,1.46,,0.18,,9.77,29.13,,5.92,,4.46,3.17,8.41,3.57,2.32,,0.91,36,16.99,8.71,5.66,6.39,9.21,5.99
0.64,0.57,1.46,,0.17,,9.77,29.13,,5.93,,4.47,3.16,8.41,3.57,2.33,,0.86,36,16.99,8.71,6.44,6.45,9.23,5.99
0.64,0.57,1.46,,0.17,,9.77,29.13,,5.93,,4.48,3.15,8.4,3.56,2.42,,0.81,36.02,17,8.71,6.72,6.48,9.23,5.99
0.64,0.57,1.46,,0.17,,9.78,29.13,,5.93,,4.49,3.17,8.39,3.56,2.43,,0.77,36.03,17,8.72,6.64,6.51,9.24,6
0.64,0.57,1.46,,0.17,,9.78,29.13,,5.94,,4.49,3.17,8.38,3.61,2.35,,0.74,36.03,17.01,8.77,6.52,6.52,9.24,6
0.64,0.57,1.46,,0.17,,9.79,29.12,,5.94,,4.5,3.15,8.87,3.6,2.33,,0.68,36.06,17.02,9,6.48,6.53,9.24,6
0.64,0.57,1.46,,0.17,,9.79,29.12,,5.94,,4.5,3.15,10.26,3.59,2.38,,0.66,36.06,17.02,9.34,6.49,6.53,9.25,6
0.64,0.57,1.46,,0.17,,9.79,29.12,,5.95,,4.5,3.16,10.65,3.58,2.45,,0.63,36.05,17.03,9.8,6.51,6.54,9.25,6
0.64,0.57,1.46,,0.17,,9.79,29.12,,5.95,,4.5,3.17,10.6,3.58,2.43,,0.61,36.05,17.03,9.92,6.53,6.55,9.25,6
0.64,0.57,1.47,,0.16,,9.79,29.12,,5.95,,4.51,3.16,10.55,3.58,2.38,,0.59,36.05,17.04,10,6.54,6.55,9.26,6
0.64,0.57,1.55,,0.16,,9.79,29.12,,5.95,,4.51,3.16,10.51,3.57,2.35,,0.57,36.07,17.04,10.06,6.55,6.56,9.26,6.01
0.64,0.56,1.68,,0.16,,9.79,29.12,,5.96,,4.51,3.17,10.33,3.56,2.33,,0.56,36.08,17.04,10.11,6.57,6.56,9.26,6.01
0.64,0.57,1.75,,0.16,,9.79,29.12,,5.96,,4.52,3.19,10.03,3.57,2.46,,0.54,36.08,17.05,10.16,6.71,6.57,9.27,6.01
0.65,0.56,1.76,,0.16,,9.79,29.11,,5.96,,4.52,3.17,10,3.61,2.43,,0.53,36.07,17.05,10.19,6.7,6.57,9.27,6.01
0.65,0.56,1.76,,0.16,,9.79,29.11,,5.96,,4.53,3.16,10.01,3.6,2.38,,0.5,36.07,17.06,10.21,6.68,6.57,9.27,6.01
0.65,0.56,1.75,,0.16,,9.79,29.11,,5.96,,4.53,3.18,10.01,3.59,2.35,,0.49,36.07,17.07,10.24,6.68,6.58,9.28,6.01
0.65,0.56,1.75,,0.16,,9.8,29.11,,5.96,,4.53,3.17,10.02,3.59,2.34,,0.48,36.06,17.08,10.25,6.67,6.58,9.3,6.01
0.65,0.56,1.75,,0.16,,9.8,29.11,,5.97,,4.53,3.18,10.03,3.58,2.41,,0.47,36.06,17.09,10.27,6.66,6.58,9.31,6.01
0.65,0.56,1.76,,0.16,,9.8,29.11,,5.97,,4.53,3.17,10.02,3.57,2.46,,0.46,36.06,17.1,10.28,6.65,6.59,9.31,6.01
0.65,0.56,1.76,,0.15,,9.8,29.11,,5.97,,4.53,3.2,10.02,3.57,2.43,,0.45,36.06,17.11,10.29,6.64,6.59,9.32,6.02
0.65,0.56,1.76,,0.15,,9.8,29.12,,5.97,,4.53,3.19,10.02,3.58,2.38,,0.44,36.05,17.12,10.3,6.64,6.59,9.32,6.02
0.65,0.56,1.76,,0.15,,9.8,29.14,,5.97,,4.53,3.17,10.12,3.61,2.35,,0.43,36.05,17.13,10.31,6.65,6.59,9.32,6.02
0.65,0.63,1.77,,0.15,,9.8,29.14,,5.97,,4.54,3.17,10.19,3.61,2.44,,0.42,36.05,17.15,10.32,6.65,6.59,9.32,6.02
0.65,1.05,1.77,,0.15,,9.8,29.14,,5.97,,4.54,3.18,10.18,3.6,2.47,,0.41,36.04,17.16,10.33,6.65,6.6,9.32,6.02
0.65,1.34,1.77,,0.15,,9.8,29.14,,5.97,,4.54,3.17,10.17,3.59,2.42,,0.4,36.05,17.17,10.34,6.66,6.6,9.33,6.03
0.65,1.34,1.77,,0.15,,9.8,29.13,,5.97,,4.54,3.19,10.16,3.59,2.38,,0.39,36.07,17.18,10.35,6.66,6.6,9.33,6.03
0.65,1.34,1.78,,0.15,,9.8,29.13,,5.97,,4.54,3.18,10.15,3.58,2.35,,0.39,36.08,17.19,10.36,6.66,6.6,9.33,6.04
0.65,1.34,1.78,,0.15,,9.8,29.13,,5.98,,4.55,3.2,10.14,3.57,2.36,,0.38,36.07,17.2,10.36,6.67,6.61,9.33,6.04
0.65,1.34,1.78,,0.15,,9.8,29.13,,5.98,,4.55,3.2,10.13,3.58,2.45,,0.38,36.07,17.2,10.37,6.67,6.61,9.33,6.04
0.65,1.34,1.78,,0.15,,9.8,29.13,,5.98,,4.55,3.18,10.12,3.61,2.46,,0.4,36.07,17.19,10.37,6.67,6.61,9.34,6.05
0.65,1.34,1.78,,0.14,,9.8,29.14,,5.98,,4.55,3.18,10.1,3.61,2.38,,1.11,36.07,17.19,10.38,6.67,6.61,9.34,6.05
0.65,1.3,1.78,,,,9.8,29.16,,5.98,,4.55,3.21,10.08,3.6,2.35,,2.58,36.06,17.2,10.38,6.67,6.26,9.34,6.13
0.65,1.22,1.78,,,,9.81,29.16,,5.98,,4.55,3.2,10.07,3.59,2.4,,2.58,36.06,17.2,10.39,6.68,4.15,9.34,7.11
0.65,1.2,1.78,,,,9.81,29.16,,5.98,,4.56,3.18,10.06,3.59,2.48,,2.56,36.07,17.2,10.4,6.68,2.19,9.34,7.12
0.65,1.21,1.78,,,,9.82,29.15,,5.98,,4.56,3.18,10.05,3.58,2.45,,2.54,36.09,17.2,10.4,6.68,1.72,9.34,7.1
0.65,1.21,1.78,,,,9.82,29.15,,5.98,,4.56,3.19,10.08,3.58,2.41,,2.53,36.09,17.2,10.41,6.68,1.67,9.35,7.09
0.65,1.21,1.78,,,,9.82,29.15,,5.98,,4.59,3.19,10.22,3.58,2.37,,2.52,36.09,17.2,10.41,6.68,1.64,9.35,7.04
0.65,1.21,1.78,,,,9.82,29.16,,5.98,,5.08,3.21,10.28,3.61,2.35,,2.51,36.08,17.2,10.42,6.68,1.61,9.35,6.88
0.65,1.21,1.78,,,,9.82,29.16,,5.98,,6.5,3.21,10.27,3.63,2.48,,2.51,36.08,17.2,10.42,6.68,1.59,9.35,6.84
0.65,1.21,1.78,,,,9.82,29.15,,5.98,,7.61,3.18,10.22,3.6,2.44,,2.51,36.08,17.2,10.42,6.68,1.57,9.35,6.87
0.65,1.21,1.78,,,,9.82,29.15,,6,,7.73,3.18,10.2,3.6,2.4,,2.42,36.07,17.21,10.08,6.68,1.56,9.35,6.88
0.65,1.21,1.78,,,,9.82,29.15,,6.15,,7.47,3.2,10.19,3.59,2.36,,2.25,36.07,17.2,4.04,6.68,1.54,9.35,6.89
0.65,1.22,1.78,,,,9.82,29.15,,6.7,,7.27,3.2,10.18,3.59,2.4,,2.12,36.07,17.21,3.33,6.69,1.53,9.35,6.89
0.65,1.22,1.78,,,,9.82,29.15,,7.53,,7.27,3.18,10.17,3.58,2.48,,2.08,36.07,17.21,3.22,6.69,1.51,9.36,6.9
0.65,1.22,1.78,,,,9.82,28.28,,7.55,,7.31,3.2,10.16,3.58,2.47,,2.08,36.06,17.21,3.16,6.69,1.5,9.36,6.9
0.65,1.22,1.79,,,,9.82,18.08,,7.53,,7.35,3.2,10.15,3.59,2.42,,2.08,36.06,17.21,3.12,6.69,1.49,9.36,6.9
0.65,1.22,1.79,,,,9.82,4.4,,7.49,,7.37,3.19,10.14,3.62,2.38,,2.08,36.05,17.21,3.09,6.69,1.48,9.36,6.91
0.65,1.22,1.79,,,,9.82,1.54,,7.49,,7.45,3.19,10.12,3.63,2.41,,2.08,36.05,17.16,3.07,6.69,1.48,9.36,6.92
0.65,1.22,1.79,,,,9.82,1.02,,7.5,,7.67,3.21,10.1,3.61,2.48,,2.08,36.05,4.64,3.05,6.69,1.47,9.36,6.92
0.65,1.22,1.79,,,,9.82,0.87,,7.52,,7.65,3.2,10.09,3.6,2.46,,2.08,36.04,0.6,3.03,6.69,1.47,9.36,6.92
0.65,1.22,1.79,,,,9.82,0.77,,7.53,,7.63,3.19,10.08,3.6,2.42,,2.08,36.04,1.14,3.01,6.69,1.46,9.37,6.93
0.65,1.22,1.79,,,,9.83,0.68,,7.56,,7.63,3.2,10.08,3.59,2.38,,2.08,36.04,1.21,2.99,6.69,1.45,9.37,6.93
0.65,1.22,1.79,,,,6.28,0.61,,7.56,,7.59,3.19,10.08,3.58,2.36,,2.08,36.03,1.24,2.98,6.7,1.44,9.37,6.93
0.67,1.22,1.79,,,,2.05,0.56,,7.57,,7.55,3.21,10.08,3.59,2.43,,2.08,36.03,1.25,2.97,6.7,1.44,9.37,6.94
0.79,1.22,1.79,,,,1.11,0.51,,7.58,,7.55,3.21,10.17,3.61,2.49,,2.08,36.03,1.25,2.97,6.7,1.43,9.37,6.94
0.89,1.22,1.79,,,,0.95,0.47,,7.6,,7.56,3.2,10.25,3.64,2.46,,2.08,36.03,1.25,2.96,6.7,1.43,9.37,6.94
0.9,1.22,1.79,,,,0.86,0.43,,7.63,,7.58,3.21,10.24,3.92,2.38,,2.08,36.02,1.25,2.95,6.7,1.42,9.37,6.94
0.9,1.22,1.79,,,,0.79,0.37,,7.64,,7.61,3.21,10.21,4.1,2.37,,2.08,36.02,1.24,2.94,6.7,1.42,9.37,6.94
0.89,1.22,1.79,,,,0.73,0.34,,7.64,,7.62,3.2,10.2,4.2,2.44,,2.08,36.03,1.23,2.94,6.7,1.42,9.38,6.95
0.88,1.22,1.79,,,,0.69,0.31,,7.64,,7.63,3.21,10.19,4.25,2.49,,2.08,36.05,1.22,2.93,6.7,1.41,9.77,6.95
0.85,1.22,1.79,,,,0.62,0.29,,7.64,,7.64,3.2,10.18,4.28,2.45,,2.09,35.86,1.21,2.92,6.7,1.4,12.16,6.95
0.84,1.22,1.79,,,,0.59,0.27,,7.64,,7.65,3.23,10.16,4.28,2.41,,2.09,29.08,1.21,2.92,6.7,1.4,13.73,6.96
0.84,1.22,1.79,,,,0.56,0.25,,7.64,,7.65,3.21,10.15,4.28,2.37,,2.08,10.27,1.2,2.91,6.7,1.4,13.68,6.96
0.84,1.22,1.79,,,,0.54,0.23,,7.65,,7.66,3.2,10.14,4.27,2.39,,2.08,2.53,1.19,2.91,6.7,1.4,13.65,6.97
0.84,1.22,1.79,,,,0.52,0.21,,7.65,,7.66,3.22,10.13,4.27,2.49,,2.08,1.92,1.18,2.9,6.7,1.39,13.63,6.97
0.85,1.23,1.79,,,,0.5,0.18,,7.65,,7.67,3.22,10.11,4.26,2.44,,2.08,1.7,1.18,2.9,6.7,1.39,13.47,6.97
0.85,1.23,1.79,,,,0.48,0.39,,7.65,,7.67,3.2,10.11,4.26,2.4,,2.08,1.42,1.16,2.89,6.7,1.39,12.94,6.97
0.85,1.23,1.8,,,,0.46,2.71,,7.65,,7.68,3.21,10.13,4.26,2.37,,2.08,1.32,1.15,2.89,6.73,1.38,12.69,6.98
0.85,1.23,1.79,,,,0.45,5.16,,7.66,,7.68,3.22,10.13,4.26,2.42,,2.08,1.24,1.15,2.88,6.94,1.38,12.74,6.98
0.85,1.23,1.79,,,,0.42,5.42,,7.66,,7.69,3.21,10.13,4.27,2.49,,2.08,1.16,1.14,2.88,7.45,1.7,12.79,6.98
0.85,1.23,1.79,,,,0.41,5.41,,7.66,,7.69,3.24,10.12,4.28,2.5,,2.08,1.1,1.13,2.88,7.95,2.43,12.82,6.98
0.85,1.23,1.8,,,,0.4,5.38,,7.66,,7.69,3.22,10.11,4.29,2.71,,2.08,1.05,1.13,2.87,8.25,2.8,12.82,6.98
0.85,1.23,1.84,,,,0.39,5.34,,7.66,,7.7,3.2,10.11,4.3,3.19,,2.07,1,1.11,2.87,8.46,2.8,12.83,6.99
0.85,1.23,1.92,,,,0.38,5.31,,7.66,,7.7,3.21,10.11,4.3,3.6,,2.07,0.96,0.9,2.87,8.51,2.74,12.83,6.99
0.85,1.23,2,,,,0.37,5.29,,7.67,,7.71,3.22,10.33,4.3,3.55,,2.07,0.93,2.56,2.87,8.55,2.6,12.83,6.99
