Weight_1818up,Weight_1818dp,Weight_1818dn,Weight_1818un,Weight_1818un.2,Weight_1818un.3,Weight_1830up,Weight_1830dp,Weight_1830dp.3,Weight_1830dn,Weight_1830dn.3,Weight_1830un
0.28,5.29,1.8,,,,5.63,12.56,,7.58,,7.78
0.28,5.29,1.8,,,,5.63,12.56,,7.59,,7.78
0.28,5.3,1.8,,,,5.64,12.56,,7.59,,7.79
0.28,5.31,1.8,,,,5.64,12.56,,7.59,,7.79
0.28,5.31,1.81,,,,5.64,12.56,,7.59,,7.79
0.28,5.32,1.81,,,,5.65,12.56,,7.59,,7.8
0.28,5.33,1.8,,,,5.65,12.56,,7.59,,7.8
0.28,5.33,1.81,,,,5.65,12.56,,7.6,,7.8
0.28,5.33,1.81,,,,5.65,12.56,,7.6,,7.8
0.28,5.34,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.34,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.35,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.35,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.36,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.36,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.37,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.37,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.37,1.81,,,,5.65,12.56,,7.61,,7.81
0.28,5.38,1.81,,,,5.65,12.56,,7.61,,7.82
0.28,5.38,1.81,,,,5.65,13.02,,7.61,,7.82
0.28,5.38,1.81,,,,5.65,17.77,,7.61,,7.82
0.28,5.39,1.81,,,,5.65,17.79,,7.61,,7.82
0.28,5.39,1.81,,,,5.65,17.72,,7.61,,7.82
0.28,5.4,1.81,,,,5.65,17.66,,7.61,,7.83
0.28,5.4,1.81,,,,5.65,17.64,,7.61,,7.82
0.28,5.41,1.81,,,,5.65,17.54,,7.61,,7.83
0.28,5.41,1.81,,,,5.65,17.02,,7.61,,7.83
0.28,5.41,1.81,,,,5.65,16.6,,7.61,,7.83
0.28,5.42,1.81,,,,5.65,16.61,,7.61,,7.83
0.28,5.42,1.81,,,,5.65,16.7,,7.61,,7.83
0.28,5.42,1.81,,,,5.65,16.71,,7.62,,7.83
0.28,5.43,1.81,,,,5.65,16.71,,7.62,,7.83
0.28,5.43,1.81,,,,5.65,16.71,,7.62,,7.83
0.28,5.44,1.81,,,,5.65,16.71,,7.62,,7.84
0.28,5.44,1.81,,,,5.65,16.71,,7.62,,7.84
0.28,5.44,1.81,,,,5.65,16.72,,7.62,,7.84
0.28,5.45,1.81,,,,5.66,16.73,,7.62,,7.85
0.28,5.45,1.81,,,,6.06,16.76,,7.62,,7.85
0.28,5.45,1.81,,,,7.04,16.76,,7.62,,7.86
0.28,5.46,1.81,,,,7.29,16.76,,7.67,,7.86
0.28,5.46,1.82,,,,7.27,16.76,,8.21,,7.86
0.28,5.46,1.81,,,,7.24,16.76,,8.48,,7.87
0.28,5.47,1.81,,,,7.22,16.76,,8.64,,7.87
0.28,5.47,1.82,,,,7.07,16.77,,8.74,,7.88
0.28,5.47,1.82,,,,6.93,16.77,,8.8,,7.88
0.28,5.48,1.82,,,,6.93,16.77,,8.85,,7.88
0.28,5.48,1.82,,,,6.94,16.77,,8.89,,7.88
0.28,5.48,1.82,,,,6.95,16.77,,8.92,,7.88
0.28,5.49,1.83,,,,6.95,16.77,,8.94,,7.87
0.28,5.49,1.89,,,,6.95,16.78,,8.98,,7.87
0.28,5.49,1.97,,,,6.95,16.78,,9,,7.88
0.28,5.5,2.03,,,,6.96,16.78,,9.01,,7.88
0.35,5.51,2.06,,,,6.96,16.78,,9.02,,7.87
0.49,5.51,2.08,,,,6.96,16.78,,9.04,,7.87
0.52,5.52,2.09,,,,6.97,16.78,,9.05,,7.88
0.52,5.52,2.09,,,,6.97,16.78,,9.06,,7.88
0.52,5.52,2.09,,,,6.97,16.78,,9.07,,7.88
0.52,5.53,2.09,,,,6.97,16.78,,9.07,,8.07
0.51,5.53,2.09,,,,6.98,16.78,,9.09,,8.93
0.51,5.54,2.09,,,,6.98,16.79,,9.1,,9.99
0.51,5.54,2.1,,,,6.98,16.79,,9.1,,10.48
0.48,5.54,2.1,,,,6.98,16.79,,9.11,,10.51
0.47,5.55,2.1,,,,6.98,16.79,,9.11,,10.35
0.47,5.55,2.1,,,,6.98,16.8,,9.12,,10.27
0.47,5.55,2.1,,,,6.98,16.82,,9.12,,10.28
0.47,5.56,2.1,,,,6.98,16.83,,9.13,,10.3
0.47,5.57,2.1,,,,6.98,16.83,,9.14,,10.32
0.47,5.57,2.1,,,,6.99,16.83,,9.14,,10.34
0.47,5.57,2.1,,,,7,16.83,,9.15,,10.35
0.47,5.58,2.1,,,,7,16.83,,9.15,,10.36
0.47,5.58,2.11,,,,7,16.83,,9.15,,10.37
0.47,5.58,2.11,,,,7,16.83,,9.16,,10.45
0.47,5.59,2.11,,,,7,16.83,,9.16,,10.51
0.47,5.59,2.11,,,,7,16.83,,9.16,,10.52
0.47,5.6,2.11,,,,7,16.83,,9.17,,10.5
0.47,5.6,2.11,,,,7,16.83,,9.17,,10.49
0.47,5.61,2.11,,,,7,16.83,,9.18,,10.48
0.47,5.61,2.11,,,,7,16.83,,9.18,,10.48
0.47,5.62,2.11,,,,7,16.83,,9.18,,10.48
0.47,5.62,2.11,,,,7.01,16.83,,9.18,,10.49
0.47,5.62,2.11,,,,7,16.83,,9.19,,10.49
0.47,5.45,2.11,,,,7.01,16.83,,9.19,,10.49
0.47,3.56,2.11,,,,7.01,16.83,,9.19,,10.49
0.47,0.65,2.11,,,,7.01,16.83,,9.19,,10.49
0.47,0.54,2.11,,,,7.01,16.83,,9.2,,10.49
0.47,0.47,2.11,,,,7.02,16.83,,9.2,,10.49
0.47,0.42,2.11,,,,7.02,16.83,,9.2,,10.49
0.47,0.38,2.11,,,,7.02,16.83,,9.2,,10.49
0.47,0.35,2.11,,,,7.02,16.83,,9.21,,10.49
0.47,0.33,2.12,,,,7.02,16.83,,9.21,,10.49
0.48,0.3,2.12,,,,7.02,16.83,,9.21,,10.49
0.47,0.28,2.11,,,,7.02,16.83,,9.21,,10.49
0.47,0.25,2.11,,,,7.02,16.83,,9.21,,10.5
0.47,0.23,2.12,,,,7.02,16.83,,9.22,,10.5
0.47,0.22,2.12,,,,7.02,16.83,,9.22,,10.5
0.48,0.21,2.12,,,,7.02,16.83,,9.22,,10.5
0.47,0.2,2.12,,,,7.02,16.83,,9.22,,10.5
0.47,0.18,2.12,,,,7.02,16.83,,9.22,,10.5
0.47,0.17,2.12,,,,7.02,16.83,,9.22,,10.5
0.48,0.16,2.12,,,,7.02,16.83,,9.22,,10.5
0.47,0.16,2.12,,,,7.02,16.83,,9.21,,10.5
0.47,0.14,2.12,,,,7.02,16.83,,9.18,,10.5
0.47,0.13,2.12,,,,7.02,16.83,,8.95,,10.5
0.48,0.13,2.12,,,,7.02,16.83,,7.88,,10.51
0.47,0.12,2.12,,,,7.02,16.83,,5.06,,10.51
0.47,0.11,2.12,,,,7.02,16.83,,2,,10.51
0.47,0.1,2.12,,,,7.03,16.83,,0.8,,10.51
0.47,0.1,2.12,,,,7.03,16.83,,0.6,,10.51
0.48,0.2,2.12,,,,7.03,16.83,,0.54,,10.51
0.48,0.6,2.12,,,,7.03,16.83,,0.5,,10.51
0.48,0.68,2.12,,,,7.03,16.83,,0.44,,10.51
0.47,0.69,2.12,,,,7.03,16.83,,0.42,,10.52
0.47,0.69,2.12,,,,7.03,16.83,,0.4,,10.52
0.48,0.69,2.12,,,,7.03,16.83,,0.39,,10.52
0.48,0.69,2.12,,,,7.03,16.83,,0.38,,10.52
0.48,0.69,2.12,,,,7.03,16.86,,0.36,,10.52
0.48,0.69,2.12,,,,7.03,16.86,,0.35,,10.52
0.48,0.69,2.12,,,,7.03,16.86,,0.34,,10.52
0.48,0.69,2.12,,,,7.03,16.86,,0.33,,10.52
0.49,0.69,2.12,,,,7.03,16.86,,0.32,,10.52
0.6,0.69,2.12,,,,7.03,16.86,,0.31,,10.52
0.74,0.66,2.12,,,,7.03,16.86,,0.3,,10.52
0.74,0.61,2.13,,,,7.03,16.86,,0.3,,10.53
0.73,0.58,2.13,,,,7.04,16.86,,0.29,,10.53
0.73,0.57,2.13,,,,7.51,16.87,,0.29,,10.53
0.73,0.57,2.13,,,,8.47,16.86,,0.28,,10.53
0.71,0.58,2.13,,,,8.66,16.86,,0.28,,10.53
0.68,0.58,2.12,,,,8.64,16.86,,0.27,,10.53
0.66,0.58,2.12,,,,8.61,16.86,,0.26,,10.53
0.67,0.58,2.13,,,,8.51,16.86,,0.26,,10.53
0.67,0.58,2.13,,,,8.33,16.86,,0.25,,10.53
0.67,0.58,2.12,,,,8.28,16.86,,0.25,,10.53
0.67,0.58,2.13,,,,8.3,16.86,,0.24,,10.53
0.67,0.58,2.13,,,,8.32,16.86,,0.24,,10.53
0.67,0.58,2.13,,,,8.33,16.86,,0.24,,10.53
0.67,0.58,2.13,,,,8.33,16.86,,0.23,,10.53
0.67,0.58,2.13,,,,8.33,16.86,,0.23,,10.53
0.67,0.58,2.13,,,,8.34,16.86,,0.22,,10.53
0.67,0.58,2.13,,,,8.34,16.86,,0.22,,10.53
0.67,0.58,2.13,,,,8.34,17.27,,0.22,,10.53
0.67,0.58,2.13,,,,8.34,20.05,,0.22,,10.53
0.67,0.58,1.14,,,,8.34,21.98,,0.21,,10.53
0.67,0.58,0.54,,,,8.35,21.91,,0.21,,10.54
0.67,0.58,0.43,,,,8.35,21.86,,0.21,,10.63
0.67,0.58,0.41,,,,8.36,21.73,,0.2,,11.04
0.67,0.58,0.39,,,,8.36,21.09,,0.2,,11.66
0.67,0.58,0.37,,,,8.36,20.67,,0.19,,12.15
0.67,0.58,0.36,,,,8.36,20.68,,0.19,,12.4
0.67,0.58,0.35,,,,8.37,20.7,,0.19,,12.52
0.67,0.58,0.34,,,,8.37,20.7,,0.19,,12.63
0.67,0.58,0.33,,,,8.37,20.71,,0.18,,12.67
0.67,0.58,0.32,,,,8.37,20.72,,0.18,,12.69
0.67,0.58,0.32,,,,8.37,20.75,,0.18,,12.71
0.67,0.58,0.31,,,,8.37,20.76,,0.17,,12.72
0.67,0.58,0.31,,,,8.37,20.76,,0.17,,12.73
0.67,0.58,0.31,,,,8.37,20.76,,0.17,,12.75
0.67,0.58,0.3,,,,8.37,20.76,,0.17,,12.75
0.67,0.58,0.3,,,,8.38,20.77,,0.17,,12.77
0.67,0.58,0.29,,,,8.38,20.81,,0.16,,12.78
0.67,0.58,0.29,,,,8.38,20.81,,0.16,,12.78
0.67,0.58,0.28,,,,8.38,20.81,,0.16,,12.79
0.67,0.58,0.28,,,,8.38,20.81,,0.16,,12.79
0.67,0.58,0.28,,,,8.38,20.81,,0.15,,12.8
0.67,0.58,0.28,,,,8.38,20.81,,0.15,,12.8
0.68,0.58,0.27,,,,8.38,20.82,,0.15,,12.81
0.68,0.58,0.27,,,,8.38,20.82,,0.15,,12.81
0.68,0.58,0.27,,,,8.38,20.82,,0.15,,12.81
0.67,0.58,0.26,,,,8.38,20.82,,0.15,,12.82
0.67,0.58,0.26,,,,8.38,20.82,,0.15,,12.82
0.67,0.57,0.26,,,,8.38,20.82,,0.14,,12.82
0.68,0.57,0.26,,,,8.38,20.83,,0.14,,12.82
0.68,0.57,0.26,,,,8.4,20.83,,0.14,,12.82
0.68,0.57,0.26,,,,8.4,20.83,,0.14,,12.83
0.68,0.57,0.25,,,,8.4,20.83,,0.14,,12.83
0.68,0.57,0.25,,,,8.4,20.83,,0.13,,12.83
0.68,0.57,0.25,,,,8.4,20.83,,0.13,,12.83
0.68,0.57,0.25,,,,8.4,20.84,,0.13,,12.83
0.68,0.57,0.25,,,,8.4,20.86,,0.13,,12.84
0.68,0.57,0.25,,,,8.4,20.87,,0.13,,12.84
0.68,0.57,0.24,,,,8.4,20.87,,0.13,,12.84
0.68,0.57,0.24,,,,8.4,20.87,,0.12,,12.84
0.68,0.57,0.24,,,,8.4,20.87,,0.12,,12.84
0.68,0.57,0.24,,,,8.4,20.87,,0.12,,12.84
0.68,0.57,0.24,,,,8.4,20.87,,0.12,,12.84
0.68,0.57,0.24,,,,8.4,20.87,,0.12,,12.85
0.68,0.57,0.24,,,,8.4,20.88,,0.12,,12.85
0.71,0.57,0.23,,,,8.4,20.88,,0.12,,12.85
0.85,0.57,0.23,,,,8.4,20.88,,0.12,,12.85
0.93,0.57,0.23,,,,8.41,20.88,,0.11,,12.85
0.93,0.57,0.23,,,,8.41,20.88,,0.11,,12.85
0.92,0.57,0.23,,,,8.41,20.88,,0.11,,12.85
0.92,0.57,0.23,,,,8.41,20.88,,0.11,,12.85
0.9,0.56,0.23,,,,8.41,20.88,,0.11,,12.85
0.87,0.56,0.22,,,,8.41,20.88,,0.11,,12.85
0.86,0.56,0.22,,,,8.41,20.88,,0.11,,12.85
0.87,0.56,0.22,,,,8.41,20.88,,0.1,,12.85
0.87,0.57,0.22,,,,8.41,20.88,,0.1,,12.85
0.87,0.57,0.22,,,,8.41,20.88,,0.1,,12.85
0.87,0.56,0.22,,,,8.41,20.88,,0.1,,12.85
0.87,0.56,0.22,,,,8.41,20.88,,0.1,,12.85
0.87,0.56,0.22,,,,8.41,20.88,,0.1,,12.85
0.87,0.56,0.22,,,,8.41,20.89,,0.1,,12.85
0.87,0.56,0.22,,,,8.42,20.92,,0.1,,12.86
0.87,0.56,0.22,,,,8.42,20.92,,,,12.85
0.87,0.57,0.22,,,,8.42,20.92,,,,12.86
0.87,0.57,0.21,,,,8.42,20.92,,,,12.85
0.87,0.57,0.21,,,,8.42,20.92,,,,12.85
0.87,0.57,0.21,,,,8.42,20.92,,,,12.85
0.88,0.57,0.21,,,,8.42,20.92,,,,12.86
0.88,0.57,0.21,,,,8.42,20.92,,,,12.86
0.88,0.57,0.21,,,,8.42,20.92,,,,12.86
0.88,0.56,0.21,,,,8.42,20.92,,,,12.86
0.88,0.57,0.21,,,,8.42,20.92,,,,12.86
0.88,0.57,0.21,,,,8.57,20.92,,,,12.86
0.88,0.56,0.21,,,,9.46,20.92,,,,12.85
0.88,0.56,0.21,,,,10.02,20.92,,,,12.86
0.88,0.56,0.21,,,,10,20.92,,,,12.86
0.88,0.56,,,,,9.99,20.92,,,,12.86
0.88,0.56,,,,,9.93,20.92,,,,12.85
0.88,0.56,,,,,9.72,20.92,,,,12.86
0.88,0.56,,,,,9.65,20.92,,,,12.86
0.88,0.65,,,,,9.69,20.92,,,,12.85
0.88,1.07,,,,,9.71,20.92,,,,12.85
0.88,1.29,,,,,9.72,20.92,,,,12.86
0.88,1.31,,,,,9.72,20.92,,,,12.86
0.88,1.31,,,,,9.73,20.92,,,,12.85
0.88,1.31,,,,,9.73,20.92,,,,12.85
0.88,1.31,,,,,9.73,20.92,,,,12.12
0.88,1.31,,,,,9.73,20.92,,,,6.28
0.88,1.31,,,,,9.73,20.92,,,,1.21
0.88,1.31,,,,,9.74,20.92,,,,1.34
0.88,1.31,,,,,9.74,20.91,,,,1.39
0.88,1.31,,,,,9.74,20.91,,,,1.4
0.88,1.22,,,,,9.74,20.91,,,,1.41
0.88,1.21,,,,,9.75,20.91,,,,1.39
0.88,1.21,,,,,9.76,20.91,,,,1.38
0.88,1.21,,,,,9.76,20.91,,,,1.37
0.88,1.22,,,,,9.76,20.91,,,,1.36
0.88,1.22,,,,,9.76,20.91,,,,1.35
0.88,1.22,,,,,9.76,20.91,,,,1.33
0.88,1.22,,,,,9.76,20.91,,,,1.32
0.88,1.22,,,,,9.77,20.91,,,,1.31
0.88,1.22,,,,,9.77,20.91,,,,1.28
0.88,1.22,,,,,9.77,20.91,,,,1.27
0.88,1.22,,,,,9.77,20.91,,,,1.26
0.88,1.23,,,,,9.77,20.91,,,,1.25
0.88,1.23,,,,,9.77,20.91,,,,1.24
0.88,1.23,,,,,9.77,20.91,,,,1.23
0.88,1.23,,,,,9.78,20.91,,,,1.22
0.88,1.23,,,,,9.78,20.91,,,,1.21
0.88,1.23,,,,,9.78,20.92,,,,1.2
0.88,1.23,,,,,9.79,20.94,,,,1.19
0.88,1.23,,,,,9.79,20.95,,,,1.18
0.88,1.23,,,,,9.79,20.94,,,,1.17
0.88,1.23,,,,,9.79,20.95,,,,1.16
0.88,1.23,,,,,9.79,20.95,,,,1.15
0.88,1.23,,,,,9.79,20.95,,,,1.15
0.88,1.23,,,,,9.79,20.94,,,,1.14
0.88,1.23,,,,,9.79,21.35,,,,1.13
0.88,1.23,,,,,9.79,24.23,,,,1.13
0.88,1.23,,,,,9.79,26.25,,,,1.11
0.88,1.23,,,,,9.79,26.23,,,,1.11
0.88,1.23,,,,,9.79,26.06,,,,1.1
0.88,1.23,,,,,9.8,25.72,,,,1.09
0.88,1.23,,,,,9.8,24.9,,,,1.09
0.88,1.23,,,,,9.8,24.69,,,,1.08
0.88,1.23,,,,,9.8,24.83,,,,1.08
0.88,1.23,,,,,9.8,24.89,,,,1.07
0.88,1.23,,,,,9.8,24.9,,,,1.06
0.88,1.24,,,,,9.8,24.9,,,,1.06
0.88,1.24,,,,,9.8,24.92,,,,1.05
0.88,1.24,,,,,9.8,24.93,,,,1.05
0.88,1.24,,,,,9.8,24.93,,,,1.04
0.88,1.24,,,,,9.81,24.93,,,,1.04
0.88,1.24,,,,,9.81,24.93,,,,1.03
0.88,1.24,,,,,9.81,24.93,,,,1.03
0.88,1.24,,,,,9.81,24.93,,,,1.02
0.9,1.24,,,,,9.43,24.93,,,,1.01
1.04,1.24,,,,,5.96,24.93,,,,1.01
1.12,1.24,,,,,1.94,24.93,,,,1.01
1.12,1.24,,,,,1.13,24.93,,,,1
1.12,1.24,,,,,0.98,24.93,,,,1
1.12,1.24,,,,,0.89,24.94,,,,1
1.11,1.24,,,,,0.82,24.94,,,,0.99
1.08,1.24,,,,,0.73,24.94,,,,0.99
1.06,1.24,,,,,0.69,24.94,,,,0.99
1.07,1.24,,,,,0.66,24.94,,,,0.98
1.07,1.24,,,,,0.63,24.94,,,,0.97
1.07,1.24,,,,,0.6,24.94,,,,0.97
1.07,1.24,,,,,0.58,24.94,,,,0.97
1.07,1.24,,,,,0.56,24.94,,,,0.96
1.07,1.24,,,,,0.54,24.94,,,,0.96
1.07,1.24,,,,,0.52,24.94,,,,0.96
1.07,1.24,,,,,0.49,24.94,,,,0.95
1.07,1.24,,,,,0.48,24.95,,,,0.95
1.07,1.24,,,,,0.47,24.95,,,,0.95
1.07,1.24,,,,,0.45,24.95,,,,0.94
1.07,1.24,,,,,0.44,24.95,,,,0.94
1.07,1.24,,,,,0.43,24.95,,,,0.94
1.07,1.24,,,,,0.42,24.98,,,,0.94
1.07,1.24,,,,,0.41,25.14,,,,0.93
1.07,1.24,,,,,0.4,25.29,,,,0.93
1.07,1.24,,,,,0.39,25.31,,,,0.93
1.07,1.24,,,,,0.38,25.31,,,,0.92
1.07,1.24,,,,,0.38,25.3,,,,0.92
1.07,1.24,,,,,0.37,25.28,,,,0.92
1.07,1.25,,,,,0.36,25.27,,,,0.91
1.07,1.25,,,,,0.36,25.27,,,,0.91
1.07,1.24,,,,,0.35,25.26,,,,0.91
1.08,1.25,,,,,0.35,25.26,,,,0.91
1.08,1.24,,,,,0.34,25.26,,,,0.91
1.08,1.25,,,,,0.33,25.25,,,,0.9
1.08,1.39,,,,,0.33,25.25,,,,0.9
1.08,1.89,,,,,0.32,25.25,,,,0.9
1.08,2.09,,,,,0.32,25.25,,,,0.89
1.08,2.1,,,,,0.31,25.25,,,,0.89
1.08,2.1,,,,,0.31,25.25,,,,0.89
1.08,2.09,,,,,0.31,25.25,,,,0.89
1.08,2.09,,,,,0.49,25.24,,,,0.89
1.08,1.99,,,,,1.93,25.24,,,,0.88
1.08,1.91,,,,,1.95,25.24,,,,0.88
1.08,1.91,,,,,1.95,25.24,,,,0.88
1.08,1.92,,,,,1.94,25.23,,,,0.88
1.08,1.92,,,,,1.93,25.23,,,,0.87
1.08,1.93,,,,,1.92,25.23,,,,0.87
1.08,1.93,,,,,1.91,25.23,,,,0.87
1.08,1.93,,,,,1.91,25.23,,,,0.87
1.08,1.93,,,,,1.9,25.23,,,,0.87
1.08,1.94,,,,,1.9,25.23,,,,0.87
1.08,1.94,,,,,1.9,25.23,,,,0.86
1.08,1.94,,,,,1.9,25.22,,,,0.86
1.08,1.94,,,,,1.89,25.22,,,,0.86
1.08,1.94,,,,,1.86,25.22,,,,0.86
1.08,1.94,,,,,1.77,25.22,,,,
1.08,1.94,,,,,1.68,25.22,,,,
1.08,1.94,,,,,1.65,25.22,,,,
1.08,1.94,,,,,1.64,25.22,,,,
1.08,1.95,,,,,1.65,25.22,,,,
1.08,1.95,,,,,1.65,25.22,,,,
1.08,1.95,,,,,1.64,25.22,,,,
1.08,1.95,,,,,1.64,25.22,,,,
1.08,1.95,,,,,1.64,25.21,,,,
1.08,1.96,,,,,1.64,25.21,,,,
1.08,1.96,,,,,1.64,25.21,,,,
1.08,1.96,,,,,1.64,25.21,,,,
1.08,1.96,,,,,1.65,25.21,,,,
1.08,1.96,,,,,1.65,25.21,,,,
1.08,1.96,,,,,1.65,25.21,,,,
1.08,1.96,,,,,1.65,25.21,,,,
1.08,1.96,,,,,1.65,25.21,,,,
1.08,1.96,,,,,1.65,25.21,,,,
1.08,1.96,,,,,1.65,25.21,,,,
1.14,1.96,,,,,1.65,25.21,,,,
1.29,1.96,,,,,1.65,25.21,,,,
1.33,1.96,,,,,1.65,25.2,,,,
1.32,1.96,,,,,1.65,25.2,,,,
1.32,1.96,,,,,1.65,25.2,,,,
1.29,1.97,,,,,1.65,25.2,,,,
1.26,1.97,,,,,1.65,25.2,,,,
1.26,1.97,,,,,1.65,25.2,,,,
1.26,1.97,,,,,1.65,25.2,,,,
1.26,1.97,,,,,1.65,25.63,,,,
1.27,1.97,,,,,1.65,28.25,,,,
1.27,1.97,,,,,1.65,29.82,,,,
1.27,1.97,,,,,1.65,29.77,,,,
1.27,1.97,,,,,1.65,29.68,,,,
1.27,1.97,,,,,1.65,29.47,,,,
1.27,1.97,,,,,1.64,28.87,,,,
1.27,1.97,,,,,1.64,28.57,,,,
1.27,1.97,,,,,1.64,28.65,,,,
1.27,1.97,,,,,1.64,28.71,,,,
1.27,1.97,,,,,1.64,28.73,,,,
1.27,1.97,,,,,1.64,28.75,,,,
1.27,1.97,,,,,1.64,28.76,,,,
1.27,1.97,,,,,1.64,28.77,,,,
1.27,1.97,,,,,1.64,28.77,,,,
1.27,1.97,,,,,1.64,28.77,,,,
1.27,1.97,,,,,1.64,28.77,,,,
1.27,1.97,,,,,1.64,28.77,,,,
1.27,1.97,,,,,1.97,28.79,,,,
1.27,1.97,,,,,3.02,28.81,,,,
1.27,1.97,,,,,3.39,28.81,,,,
1.27,1.98,,,,,3.39,28.81,,,,
1.27,1.98,,,,,3.37,28.81,,,,
1.27,1.98,,,,,3.36,28.81,,,,
1.27,1.98,,,,,3.35,28.81,,,,
1.27,1.98,,,,,3.35,28.81,,,,
1.27,1.98,,,,,3.31,28.81,,,,
1.27,1.98,,,,,2.95,28.81,,,,
1.27,1.98,,,,,2.92,28.81,,,,
1.28,1.98,,,,,2.94,28.81,,,,
1.28,1.98,,,,,2.95,28.81,,,,
1.28,1.98,,,,,2.95,28.81,,,,
1.28,1.98,,,,,2.95,28.81,,,,
1.28,1.98,,,,,2.95,28.81,,,,
1.28,1.98,,,,,2.95,28.82,,,,
1.28,1.98,,,,,2.95,28.84,,,,
1.28,1.98,,,,,2.95,28.84,,,,
1.28,1.98,,,,,2.95,28.84,,,,
1.28,1.98,,,,,2.95,28.84,,,,
1.28,1.98,,,,,2.95,28.84,,,,
1.28,1.98,,,,,2.95,28.84,,,,
1.28,1.98,,,,,2.95,28.83,,,,
1.28,1.98,,,,,2.95,28.83,,,,
1.28,1.98,,,,,2.95,28.83,,,,
1.28,1.98,,,,,2.95,28.83,,,,
1.28,1.98,,,,,2.95,28.83,,,,
1.28,1.98,,,,,2.96,28.83,,,,
1.28,1.98,,,,,2.96,28.84,,,,
1.28,1.98,,,,,2.97,28.84,,,,
1.28,1.98,,,,,2.97,28.84,,,,
1.28,1.98,,,,,2.97,28.84,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.83,,,,
1.28,1.98,,,,,2.97,28.84,,,,
1.28,1.98,,,,,2.97,28.84,,,,
1.28,2.02,,,,,2.97,28.84,,,,
1.28,2.39,,,,,2.97,28.84,,,,
1.28,2.79,,,,,2.97,28.84,,,,
1.28,2.84,,,,,2.97,28.84,,,,
1.28,2.84,,,,,2.97,28.84,,,,
1.28,2.83,,,,,2.97,28.84,,,,
1.28,2.83,,,,,2.97,28.84,,,,
1.28,2.83,,,,,2.97,28.84,,,,
1.28,2.71,,,,,2.97,28.84,,,,
1.28,2.7,,,,,2.97,28.84,,,,
1.28,2.7,,,,,2.97,28.84,,,,
1.28,2.7,,,,,2.97,28.84,,,,
1.28,2.7,,,,,2.97,28.84,,,,
1.28,2.7,,,,,2.97,28.85,,,,
1.28,2.7,,,,,2.97,28.85,,,,
1.28,2.71,,,,,2.97,28.84,,,,
1.28,2.71,,,,,2.97,28.85,,,,
1.28,2.71,,,,,2.97,28.85,,,,
1.28,2.71,,,,,2.97,28.85,,,,
1.28,2.71,,,,,2.97,28.85,,,,
1.28,2.71,,,,,2.97,29.09,,,,
1.28,2.72,,,,,3.09,29.25,,,,
1.28,2.72,,,,,3.9,29.24,,,,
1.28,2.72,,,,,4.47,29.2,,,,
1.28,2.72,,,,,4.5,29.16,,,,
1.28,2.72,,,,,4.48,29.14,,,,
1.28,2.72,,,,,4.47,29.13,,,,
1.3,2.73,,,,,4.46,29.12,,,,
1.42,2.73,,,,,4.46,29.09,,,,
1.5,2.73,,,,,4.46,29.09,,,,
1.5,2.73,,,,,4.45,29.08,,,,
1.5,2.73,,,,,4.44,29.08,,,,
1.5,2.73,,,,,4.35,29.08,,,,
1.49,2.73,,,,,4.24,29.08,,,,
1.47,2.73,,,,,4.25,29.08,,,,
1.46,2.73,,,,,4.26,29.07,,,,
1.46,2.73,,,,,4.27,29.07,,,,
1.46,2.73,,,,,4.27,28.24,,,,
1.46,2.73,,,,,4.27,18.11,,,,
1.46,2.74,,,,,4.27,4.35,,,,
1.46,2.74,,,,,4.27,1.48,,,,
1.46,2.74,,,,,4.28,1.19,,,,
1.46,2.74,,,,,4.28,1.03,,,,
1.47,2.74,,,,,4.28,0.91,,,,
1.47,2.74,,,,,4.28,0.82,,,,
1.47,2.74,,,,,4.28,0.74,,,,
1.47,2.74,,,,,4.28,0.63,,,,
1.47,2.74,,,,,4.28,0.58,,,,
1.47,2.74,,,,,4.28,0.54,,,,
1.47,2.74,,,,,4.28,0.5,,,,
1.47,2.74,,,,,4.28,0.47,,,,
1.47,2.75,,,,,4.28,0.44,,,,
1.47,2.75,,,,,4.28,0.41,,,,
1.47,2.75,,,,,4.28,0.39,,,,
1.47,2.75,,,,,4.28,0.34,,,,
1.47,2.75,,,,,4.28,0.32,,,,
1.47,2.75,,,,,4.29,0.31,,,,
1.47,2.75,,,,,4.29,0.29,,,,
1.47,2.75,,,,,4.29,0.27,,,,
1.47,2.75,,,,,4.29,0.26,,,,
1.47,2.75,,,,,4.29,0.24,,,,
1.47,2.75,,,,,4.29,0.23,,,,
